,element_type,osmid,geometry,name,amenity,landuse,shop
22555,node,2399140044,POINT (30.2992647 59.9872931),Полимедикор,dentist,,
22556,node,2399140045,POINT (30.2983503 59.9888506),Ройал мед,dentist,,
22557,node,2399140047,POINT (30.2899741 59.9856458),Трактир,cafe,,
22558,node,2399140058,POINT (30.2896334 59.9856237),Шикэ,restaurant,,
22559,node,2399140273,POINT (30.2953 59.9870005),,,,convenience
22560,node,2399201604,POINT (30.4098004 59.9555382),Перекрёсток,,,supermarket
22561,node,2399377959,POINT (30.2902866 59.9870259),Дикси,,,supermarket
22562,node,2401162080,POINT (30.4672205 59.966313),Лаборатория Скорости,,,car_repair
22563,node,2401242401,POINT (30.3150244 60.05202),Мармезан,,,convenience
22564,node,2402878858,POINT (30.3237369 60.0361196),Озерки,pharmacy,,
22565,node,2402878866,POINT (30.3241328 60.0368094),Центральная районная библиотека «В Озерках»,library,,
22566,node,2402878878,POINT (30.3235195 60.0358394),,dentist,,
22567,node,2405042418,POINT (30.2932184 59.9550124),Tango,,,clothes
22568,node,2405042445,POINT (30.2933262 59.9549528),Вкусные штучки,cafe,,
22569,node,2405042446,POINT (30.293888 59.9559331),Детская поликлиника №14,clinic,,
22570,node,2405230376,POINT (30.3318261 59.9936615),,,,convenience
22571,node,2406253587,POINT (30.4676281 59.9659667),,cafe,,
22572,node,2406253595,POINT (30.4672794 59.9660231),Dietrich Garage,,,car_repair
22573,node,2406253633,POINT (30.4667337 59.9663305),Carglass,,,car_repair
22574,node,2406253644,POINT (30.4669871 59.9663278),Farkop,,,car_repair
22575,node,2406253667,POINT (30.4674848 59.9663393),RENO-MAX,,,car_repair
22576,node,2406253672,POINT (30.4671078 59.9663185),,,,car_repair
22577,node,2406296576,POINT (30.4733006 59.9685066),Опора,,,car_repair
22578,node,2406337146,POINT (30.4771079 59.9650321),АСГ-АВТО,,,car_repair
22579,node,2406342360,POINT (30.4890318 59.9670917),Научно-лечебный центр Комитета ветеранов подразделений особого риска РФ,doctors,,
22580,node,2407363778,POINT (30.2983336 60.0334855),Первая Премия,,,convenience
22581,node,2407536505,POINT (30.3337774 60.0536083),ЮниКредит Банк,bank,,
22582,node,2407761061,POINT (30.638423 60.0292191),Тет-А-Тет,,,beauty
22583,node,2408700925,POINT (30.3330879 59.9606373),Лак,,,beauty
22584,node,2409301465,POINT (30.2629114 60.105768),Продукты,,,convenience
22585,node,2409301784,POINT (30.269901 60.1081427),Продукты,,,convenience
22586,node,2409819944,POINT (30.2655019 60.0820792),,fast_food,,
22587,node,2412484303,POINT (30.329143 60.046575),Арника,pharmacy,,
22588,node,2414664196,POINT (30.3180235 60.060832),Живое пиво,,,alcohol
22589,node,2414664200,POINT (30.3068585 60.0622554),Магнит,,,supermarket
22590,node,2414664669,POINT (30.3180461 60.0609252),,,,clothes
22591,node,2415855993,POINT (30.2553941 59.9867259),,car_wash,,
22592,node,2415939874,POINT (30.4663662 59.9675794),"Сервис-центр ""СканТрансСервис""",,,car_repair
22593,node,2415951824,POINT (30.4655728 59.9604084),ЕвроАвто,,,car_repair
22594,node,2418663742,POINT (30.3805842 59.996911),Дикси,,,supermarket
22595,node,2418663746,POINT (30.4631981 60.0452698),Пятёрочка,,,supermarket
22596,node,2422127230,POINT (30.2893167 59.9533144),Продукты,,,convenience
22597,node,2422127231,POINT (30.2880713 59.9587013),Кебаб,fast_food,,
22598,node,2422365492,POINT (30.3438423 59.9644443),Продукты,,,convenience
22599,node,2423748393,POINT (30.297775 60.0071702),Забава,car_wash,,
22600,node,2428811352,POINT (30.2194095 60.0064283),Сбербанк,bank,,
22601,node,2428846922,POINT (30.2384593 60.0039113),Для бережливых,pharmacy,,
22602,node,2432945628,POINT (30.2188561 60.0091276),Любава,,,beauty
22603,node,2434324664,POINT (30.2985157 60.0284344),И рыба и мясо,,,convenience
22604,node,2434336864,POINT (30.295861 60.0341921),Ondevie,,,beauty
22605,node,2434336865,POINT (30.2975479 60.0346204),Бруно Иванович,restaurant,,
22606,node,2434336868,POINT (30.2943463 60.0282903),Здравница,pharmacy,,
22607,node,2434336869,POINT (30.2995965 60.0337703),Масис,,,beauty
22608,node,2434336871,POINT (30.2995442 60.0337004),Формула вкуса,,,convenience
22609,node,2434340905,POINT (30.2997209 60.0338938),,pharmacy,,
22610,node,2434358292,POINT (30.2699584 60.0193111),Мацони,restaurant,,
22611,node,2434358294,POINT (30.270909 60.0201067),"Клиника ""Семейный доктор""",clinic,,
22612,node,2434358295,POINT (30.2684105 60.0193615),Магнит,,,supermarket
22613,node,2434358296,POINT (30.2679806 60.0217901),Медицинский центр,clinic,,
22614,node,2434358297,POINT (30.2670724 60.0213786),Продукты,,,convenience
22615,node,2434358298,POINT (30.2653831 60.0210008),Суши смак,fast_food,,
22616,node,2434358299,POINT (30.2705733 60.0201553),Фамильная выпечка,cafe,,bakery
22617,node,2434358304,POINT (30.2683493 60.020135),Лосево,,,supermarket
22618,node,2434358713,POINT (30.268566 60.0194321),,,,convenience
22619,node,2434358957,POINT (30.2709794 60.0187755),ЛекОптТорг,pharmacy,,
22620,node,2435833755,POINT (30.2381299 60.0727899),Отдел скорой медицинской помощи,doctors,,
22621,node,2435833756,POINT (30.2385475 60.0724841),Продуктовый дворик,,,convenience
22622,node,2435833757,POINT (30.2382194 60.0726336),СПб ГУЗ Поликлиника № 52 Отделение общей врачебной практики,doctors,,
22623,node,2435833760,POINT (30.2401621 60.073714),"ТБК ""Панда""",,,convenience
22624,node,2435834082,POINT (30.2387363 60.0723674),,,,beauty
22625,node,2435834113,POINT (30.2381134 60.0725854),Лекрус,pharmacy,,
22626,node,2435834138,POINT (30.2399086 60.0728647),,,,convenience
22627,node,2435834262,POINT (30.2400521 60.0737739),,pharmacy,,
22628,node,2435834378,POINT (30.2374735 60.0748658),,,,convenience
22629,node,2439594953,POINT (30.3218251 60.01895),Дикси,,,supermarket
22630,node,2439701771,POINT (30.3390396 59.9683945),,,,car_repair
22631,node,2440553145,POINT (30.6375363 60.0343315),,,,car_repair
22632,node,2440553151,POINT (30.6377252 60.0342095),Автомойка ЛЮКС,car_wash,,
22633,node,2440553154,POINT (30.6376672 60.034168),Автосервис,,,car_repair
22634,node,2441353060,POINT (30.6667928 60.0141885),,cafe,,
22635,node,2441353064,POINT (30.6669797 60.0141863),,car_wash,,
22636,node,2441353186,POINT (30.645442 60.0187583),Пышки,cafe,,
22637,node,2443984792,POINT (30.3474352 59.9558352),Клиника акушерства и гинекологии,clinic,,
22638,node,2444459672,POINT (30.3523142 59.9809749),Семишагофф,,,supermarket
22639,node,2444978920,POINT (30.4052311 60.0194805),Детская библиотека,library,,
22640,node,2444978923,POINT (30.4072019 60.0167385),Коррекционно-логопедический центр Марии Черняк,clinic,,
22641,node,2444978926,POINT (30.4007 60.0128945),Пивточка,,,alcohol
22642,node,2444978939,POINT (30.4000555 60.0138007),Нежная стоматология,dentist,,
22643,node,2444978945,POINT (30.4118601 60.0197433),"Оздоровительный центр ""На Северном""",doctors,,
22644,node,2444978960,POINT (30.412128 60.0198958),Фреш,,,convenience
22645,node,2444978964,POINT (30.4044943 60.0187465),Центральная районная библиотека им. В.Г.Белинского,library,,
22646,node,2444978971,POINT (30.4010742 60.0126657),Кебаб,fast_food,,
22647,node,2444979050,POINT (30.401534 60.0125508),Народный,,,convenience
22648,node,2444979263,POINT (30.4001429 60.0138952),,,,convenience
22649,node,2445056506,POINT (30.3209854 60.027988),,place_of_worship,,
22650,node,2445448072,POINT (30.3476877 59.9777424),,,,car_parts
22651,node,2446850585,POINT (30.383558 59.94846),Бистро «Ел»,cafe,,
22652,node,2447914379,POINT (30.3291937 59.9579131),Subway,fast_food,,
22653,node,2449050395,POINT (30.3928874 60.0146901),Сибирячок,,,supermarket
22654,node,2449050404,POINT (30.3951758 60.0141797),Домашний текстиль,,,clothes
22655,node,2449050405,POINT (30.3905779 60.0154976),Жемчужина севера,dentist,,
22656,node,2449050406,POINT (30.3960233 60.0155789),Женская консультация №29,doctors,,
22657,node,2449050409,POINT (30.3980099 60.0147987),Зоя & к,,,clothes
22658,node,2449050414,POINT (30.3959785 60.0138415),КИО кухня,cafe,,
22659,node,2449050415,POINT (30.3984204 60.0150251),Крилони,,,clothes
22660,node,2449050418,POINT (30.3881524 60.0155735),Леди,,,beauty
22661,node,2449050426,POINT (30.389288 60.0153756),Одежда из Дании,,,clothes
22662,node,2449050427,POINT (30.3988625 60.0154974),Белорусский дворик,,,convenience
22663,node,2449050428,POINT (30.3951296 60.0140567),Озерки,pharmacy,,
22664,node,2449050433,POINT (30.3970698 60.0137033),Озерки,pharmacy,,
22665,node,2449050438,POINT (30.3980086 60.0140226),,fast_food,,
22666,node,2449050441,POINT (30.3876501 60.015657),Товары из Финляндии,,,clothes
22667,node,2449050444,POINT (30.3896767 60.0157457),Ты и я,cafe,,
22668,node,2449050445,POINT (30.3976241 60.014425),Булочные Ф. Вольчека,,,bakery
22669,node,2449050449,POINT (30.3978024 60.0138757),Шаверма,fast_food,,
22670,node,2449050454,POINT (30.3979472 60.0145879),Совкомбанк,bank,,
22671,node,2449050480,POINT (30.3939524 60.0144438),Ермолино,,,convenience
22672,node,2449050503,POINT (30.3898989 60.0152654),Продукты,,,convenience
22673,node,2449050523,POINT (30.390552 60.0152211),10XLmen,,,clothes
22674,node,2449050524,POINT (30.3952988 60.0143042),2 шага,,,convenience
22675,node,2450048918,POINT (30.3928783 60.0184951),Эгоистка,,,beauty
22676,node,2450879319,POINT (30.397165 59.9658158),Санкт-Петербургский институт машиностроения,university,,
22677,node,2450879320,POINT (30.3749535 59.959304),Фаворит-авто,,,car_repair
22678,node,2450879328,POINT (30.3791867 59.9627122),Продукты,,,convenience
22679,node,2452809693,POINT (30.3300815 59.9559053),Интеза,bank,,
22680,node,2455545225,POINT (30.3313347 59.9610628),Слойка,fast_food,,
22681,node,2455631119,POINT (30.3311441 59.961424),,cafe,,
22682,node,2455631125,POINT (30.3238088 59.961193),Охра,,,beauty
22683,node,2455631128,POINT (30.3230461 59.9610326),Продукты,,,convenience
22684,node,2455691886,POINT (30.3343026 59.9583095),ТемпБанк,bank,,
22685,node,2456119385,POINT (30.4285239 60.0319818),Женская консультация,doctors,,
22686,node,2456119386,POINT (30.417687 60.0310446),Открытие,bank,,
22687,node,2456141067,POINT (30.3800601 60.0429478),Женская консультация №32,doctors,,
22688,node,2456141070,POINT (30.3808191 60.0429753),Сбербанк,bank,,
22689,node,2458217706,POINT (30.4829936 59.9661905),,fast_food,,
22690,node,2458217710,POINT (30.4830418 59.9661476),,car_wash,,
22691,node,2460140845,POINT (30.3499226 60.009722),Магнит,,,supermarket
22692,node,2460524330,POINT (30.4094041 59.9517674),,dentist,,
22693,node,2461411357,POINT (30.4094368 59.9557964),,bank,,
22694,node,2461411361,POINT (30.409834 59.9553815),Илори,cafe,,
22695,node,2462302336,POINT (30.3334832 59.9835601),Продукты,,,convenience
22696,node,2462384831,POINT (30.3424457 59.9678296),Продукты,,,convenience
22697,node,2462384832,POINT (30.3101332 59.9920796),Дикси,,,supermarket
22698,node,2462384881,POINT (30.3061706 59.9714318),Дикси,,,supermarket
22699,node,2463107874,POINT (30.4967089 60.0914346),,,,convenience
22700,node,2463847042,POINT (30.3326438 59.9581554),Булочка,,,bakery
22701,node,2463847043,POINT (30.3323966 59.9585496),Столовая,cafe,,
22702,node,2463847046,POINT (30.3302982 59.9582004),ТутМаркет,,,convenience
22703,node,2464079991,POINT (30.4479602 60.0500883),,,,convenience
22704,node,2465271699,POINT (30.3231821 59.9582296),Ситидент,dentist,,
22705,node,2465271701,POINT (30.3222761 59.9572729),Amici,cafe,,
22706,node,2465271704,POINT (30.3224091 59.957393),Vinissimo,,,alcohol
22707,node,2468452107,POINT (30.6372826 60.0341248),ЕвроАвто,,,car_repair
22708,node,2468530742,POINT (30.6487183 59.9673599),,,,convenience
22709,node,2470256320,POINT (30.4459039 60.0514663),Магнит,,,supermarket
22710,node,2470256322,POINT (30.4457235 60.0508948),,,,convenience
22711,node,2470630892,POINT (30.3796055 59.9960189),Продукты,,,convenience
22712,node,2473626184,POINT (30.3203169 59.9637176),TerritoriЯ,cafe,,
22713,node,2479179075,POINT (30.3341509 59.9924164),,car_wash,,
22714,node,2479192162,POINT (30.3795004 59.9632125),Продукты,,,convenience
22715,node,2479192163,POINT (30.3810745 59.9647817),Продукты,,,convenience
22716,node,2479192164,POINT (30.3820136 59.9657659),Столовая №32,fast_food,,
22717,node,2485362003,POINT (30.2853547 60.0114042),Serebro,,,beauty
22718,node,2491338223,POINT (30.3889155 59.9737532),Магнит,,,supermarket
22719,node,2494253881,POINT (30.2608688 59.9735555),Библиотека Кировских островов,library,,
22720,node,2497247444,POINT (30.6541572 59.9906055),Верный,,,supermarket
22721,node,2499649238,POINT (30.3655286 59.954926),Ароматный мир,,,alcohol
22722,node,2499649241,POINT (30.3672609 59.9551417),Вика,,,convenience
22723,node,2501963196,POINT (30.4968081 60.0914288),,cafe,,
22724,node,2504511179,POINT (30.2593435 59.9908123),Учебный центр экспортного контроля,university,,
22725,node,2505756488,POINT (30.4385819 59.9897434),Университетская аптека,pharmacy,,
22726,node,2510216898,POINT (30.4158957 59.9586201),Объективный,,,supermarket
22727,node,2511585227,POINT (30.308983 59.9536953),Сказкин Дом,theatre,,
22728,node,2512642140,POINT (30.4281836 60.0248056),Магнит,,,supermarket
22729,node,2514784504,POINT (30.1931792 59.9939408),Магнит,,,supermarket
22730,node,2518487601,POINT (30.3859356 60.1236476),Teboil,fuel,,
22731,node,2519111835,POINT (30.3233154 59.9803331),ВТБ,bank,,
22732,node,2519282750,POINT (30.3379206 59.9798976),,,,convenience
22733,node,2519282751,POINT (30.3380014 59.979923),Шаверма,cafe,,
22734,node,2519282765,POINT (30.3382367 59.9799579),,cafe,,
22735,node,2520665504,POINT (30.3265746 59.9566132),Медея,cafe,,
22736,node,2521826434,POINT (30.2114628 59.9881354),Скандинавия,clinic,,
22737,node,2522408801,POINT (30.3241686 59.9612652),Автомаркет,,,car_parts
22738,node,2522640462,POINT (30.3927939 60.0222574),Верный,,,supermarket
22739,node,2524285276,POINT (30.4150641 59.9572438),Продукты,,,convenience
22740,node,2524285281,POINT (30.3317268 59.9601693),,,,convenience
22741,node,2526784002,POINT (30.345322 59.9713562),,,,convenience
22742,node,2530704375,POINT (30.2710834 60.019047),,cafe,,
22743,node,2531913223,POINT (30.314671 59.9691675),Eat & Bakery,,,convenience
22744,node,2531913227,POINT (30.314546 59.9693292),Ароматный мир,,,alcohol
22745,node,2539517220,POINT (30.2730818 59.9831545),ЮниОрт,clinic,,
22746,node,2543983842,POINT (30.3430859 59.9840672),,dentist,,
22747,node,2544795151,POINT (30.3328253 59.9586433),Stop-Express,,,convenience
22748,node,2544795157,POINT (30.3331018 59.9583045),,fast_food,,
