,element_type,osmid,geometry,name,amenity,landuse,shop
22191,node,2132911125,POINT (30.3280463 60.0704197),Ваниль,,,beauty
22192,node,2132911132,POINT (30.3289465 60.0715098),Ваниль,,,beauty
22193,node,2132911178,POINT (30.3264353 60.0721978),Локон,,,beauty
22194,node,2132911182,POINT (30.3295083 60.0719391),Минимаркет,,,convenience
22195,node,2132911189,POINT (30.3269001 60.0708454),Лекрус,pharmacy,,
22196,node,2136838544,POINT (30.3233862 60.0150629),Продукты,,,convenience
22197,node,2138996850,POINT (30.3125615 60.0174481),ВкусКебаб,fast_food,,
22198,node,2139243427,POINT (30.3603471 60.0365771),Донорский пункт,doctors,,
22199,node,2139243429,POINT (30.3611784 60.0363986),Стоматология,dentist,,
22200,node,2139243430,POINT (30.3616753 60.0359862),Фармадом,pharmacy,,
22201,node,2139243431,POINT (30.3554254 60.0321273),,car_wash,,
22202,node,2139243432,POINT (30.3545196 60.0341432),Шиномонтаж,,,car_repair
22203,node,2139345767,POINT (30.3356735 60.0701286),Сбербанк,bank,,
22204,node,2139345789,POINT (30.332889 60.0701374),,car_wash,,
22205,node,2139345872,POINT (30.335553 60.0706744),,,,car_repair
22206,node,2139346127,POINT (30.3395934 60.0742227),Долина Дент,dentist,,
22207,node,2139346135,POINT (30.3332047 60.0695937),Только ты,,,beauty
22208,node,2141552259,POINT (30.3672802 59.9982725),Сбербанк,bank,,
22209,node,2141552262,POINT (30.3660909 59.9986049),Удача,cafe,,
22210,node,2145198933,POINT (30.3426967 59.988322),Продукты,,,convenience
22211,node,2145198936,POINT (30.3444917 59.9892462),cafe+,cafe,,
22212,node,2145198937,POINT (30.3442754 59.9893802),Продукты,,,convenience
22213,node,2147163754,POINT (30.3689214 60.0411718),,,,convenience
22214,node,2149195429,POINT (30.4158476 59.9581693),Продукты,,,convenience
22215,node,2149195430,POINT (30.41587 59.9585155),Уральский банк реконструкции и развития,bank,,
22216,node,2149195547,POINT (30.5028225 60.1134728),,,,convenience
22217,node,2149234692,POINT (30.2988124 60.0461447),Скала,cafe,,
22218,node,2157603381,POINT (30.3202141 60.0780977),Продукты,,,convenience
22219,node,2157603439,POINT (30.3242399 60.0779004),Шанс,,,convenience
22220,node,2161747794,POINT (30.2734695 59.990295),Пежо-мастерская,,,car_repair
22221,node,2164621794,POINT (30.2966424 59.9586012),Ароматный мир,,,alcohol
22222,node,2164621795,POINT (30.2967896 59.9588236),Дикси,,,supermarket
22223,node,2164870041,POINT (30.2501352 60.0146843),Beer House,pub,,
22224,node,2164870042,POINT (30.264938 60.0072107),Fratelli,restaurant,,
22225,node,2164870056,POINT (30.2642824 60.0073871),Gaststatte,pub,,
22226,node,2164870058,POINT (30.2550426 60.0099681),Мини-маркет,,,convenience
22227,node,2171693761,POINT (30.4050517 60.0455341),,,,convenience
22228,node,2172361849,POINT (30.4551065 59.9621548),Минибас Сервис,,,car_repair
22229,node,2172384711,POINT (30.4547557 59.9620623),Легион,,,car_repair
22230,node,2177206510,POINT (30.2082907 60.000598),ВкусВилл,,,convenience
22231,node,2177206519,POINT (30.2080138 60.000065),Магнит,,,supermarket
22232,node,2177206522,POINT (30.2085743 60.0009552),Продукты,,,convenience
22233,node,2180271935,POINT (30.2343338 59.9493023),Дубай,cafe,,
22234,node,2184879965,POINT (30.205745 60.0044483),Коптильня,bar,,
22235,node,2188250062,POINT (30.2257025 59.9885208),Авангард,bank,,
22236,node,2196920760,POINT (30.3114492 59.9566884),Теремок,fast_food,,
22237,node,2196927588,POINT (30.3385796 59.9921049),,,,car_repair
22238,node,2215005859,POINT (30.4442488 59.9646696),Мир матизов,,,car_repair
22239,node,2215256648,POINT (30.307131 59.971251),Теремок,fast_food,,
22240,node,2215266516,POINT (30.3069851 59.9713713),Градусы,,,alcohol
22241,node,2215277592,POINT (30.3112159 59.9569145),Ароматный мир,,,alcohol
22242,node,2219965927,POINT (30.3634129 60.0003331),Магнит,,,supermarket
22243,node,2219965928,POINT (30.3610324 59.9978187),Озерки,pharmacy,,
22244,node,2223245909,POINT (30.3498134 59.9671697),,,,convenience
22245,node,2224855759,POINT (30.3845283 59.9802813),,car_wash,,
22246,node,2225631823,POINT (30.4202704 59.9537148),Стоматико,dentist,,
22247,node,2230678947,POINT (30.3238362 60.0139574),"SkinLazerMed, центр эпиляции и косметологии",clinic,,beauty
22248,node,2239361490,POINT (30.3199431 59.9618552),У Горчакова,restaurant,,
22249,node,2241029310,POINT (30.3113447 59.9581523),Лавка Пекаря,,,bakery
22250,node,2247817708,POINT (30.293821 59.9543455),ДентаL,dentist,,
22251,node,2247845642,POINT (30.2932595 59.954023),Lee Wrangler,,,clothes
22252,node,2247845648,POINT (30.2934366 59.9541294),Griol,,,clothes
22253,node,2248862780,POINT (30.2925932 59.9536182),Петербургский стиль,,,clothes
22254,node,2248901503,POINT (30.2926498 59.9540179),Sela,,,clothes
22255,node,2255907426,POINT (30.4274901 59.9589473),Семишагофф,,,supermarket
22256,node,2256093907,POINT (30.5104133 59.9807461),Станцiонный буфетъ,cafe,,
22257,node,2256093920,POINT (30.5104098 59.981186),Шаверма,cafe,,
22258,node,2256141236,POINT (30.4890304 59.9611438),Новая Аптека,pharmacy,,
22259,node,2259692854,POINT (30.3101491 59.957417),Subway,fast_food,,
22260,node,2260176194,POINT (30.2913442 59.9528623),Vinissimo,,,alcohol
22261,node,2260176237,POINT (30.2916292 59.9526742),Дент Сити,dentist,,
22262,node,2260189346,POINT (30.2961757 59.952455),,,,convenience
22263,node,2260189361,POINT (30.2948462 59.9524549),Salon,,,beauty
22264,node,2260224667,POINT (30.293851 59.9547618),Max Mara,,,clothes
22265,node,2260234625,POINT (30.2908276 59.9528972),Uppetit,,,convenience
22266,node,2260234652,POINT (30.290577 59.9527623),Гомеофарм,pharmacy,,
22267,node,2260234653,POINT (30.2914859 59.9533055),Мука,,,bakery
22268,node,2260251036,POINT (30.29275 59.9537158),Golfstream,,,clothes
22269,node,2260251037,POINT (30.2943159 59.9534331),GoodMeD,doctors,,
22270,node,2260251038,POINT (30.2933661 59.9534808),I Believe bar,pub,,
22271,node,2260251039,POINT (30.2946113 59.9534126),Румола,doctors,,
22272,node,2260251047,POINT (30.2956122 59.9541699),Первым делом,,,convenience
22273,node,2260251052,POINT (30.2958415 59.9533228),Xnails,,,beauty
22274,node,2260324982,POINT (30.4047357 60.0106448),ВТБ,bank,,
22275,node,2260492574,POINT (30.2137982 59.9543345),Ароматный мир,,,alcohol
22276,node,2260552479,POINT (30.2668601 59.9497287),Уральский мост,cafe,,
22277,node,2261867724,POINT (30.3027021 59.9601746),Дед Хо,cafe,,
22278,node,2261901353,POINT (30.2982514 59.9867176),Продукты,,,convenience
22279,node,2262771115,POINT (30.2912174 59.9531402),Vesna,,,clothes
22280,node,2262771139,POINT (30.2917948 59.9535005),Ригла,pharmacy,,
22281,node,2262802836,POINT (30.295219 59.9542334),Шаверма.ru,cafe,,
22282,node,2262802837,POINT (30.2949854 59.9543264),Центр здоровья волос,clinic,,
22283,node,2262825922,POINT (30.3013048 59.9539566),Продукты,,,convenience
22284,node,2262868320,POINT (30.3069304 59.9543836),Ollis,cafe,,
22285,node,2262868330,POINT (30.3064669 59.9543364),Продукты,,,convenience
22286,node,2262868345,POINT (30.3070498 59.9545144),Место,restaurant,,
22287,node,2262897224,POINT (30.3077202 59.9551294),Цех85,cafe,,
22288,node,2262897256,POINT (30.3081073 59.9555471),Демьянова уха,restaurant,,
22289,node,2262897257,POINT (30.3079445 59.9552767),Пельмения,restaurant,,
22290,node,2262897258,POINT (30.3080008 59.9553195),Спецбуфет №1,cafe,,
22291,node,2262937148,POINT (30.3184879 59.956859),Невис,pharmacy,,
22292,node,2262937172,POINT (30.3183081 59.956877),Моцарт,cafe,,
22293,node,2262937191,POINT (30.3187435 59.9568317),Кофейня №1,cafe,,
22294,node,2268805596,POINT (30.3239548 60.0216305),TERA,,,beauty
22295,node,2268805685,POINT (30.3212036 60.0212009),,dentist,,
22296,node,2271726513,POINT (30.3030495 59.9524653),Продукты,,,convenience
22297,node,2271892521,POINT (30.3967348 59.9834211),Верный,,,supermarket
22298,node,2271917023,POINT (30.2584483 59.9528065),,cafe,,
22299,node,2271933835,POINT (30.24424 59.9566325),,,,clothes
22300,node,2272013631,POINT (30.3304057 59.9990368),Бабочка,,,beauty
22301,node,2272013636,POINT (30.3324462 60.0004606),Минутка,,,convenience
22302,node,2272112613,POINT (30.3908798 59.9758034),Сити Фарм,pharmacy,,
22303,node,2272416849,POINT (30.3064563 59.9539403),Фармадом,pharmacy,,
22304,node,2272758364,POINT (30.2990419 59.9531466),Mama-jane,,,clothes
22305,node,2272758365,POINT (30.2981697 59.953194),Монблан,doctors,,
22306,node,2272806001,POINT (30.3330765 60.0013233),Амур,cafe,,
22307,node,2272806005,POINT (30.3330698 60.0009072),Школа «Паскаль лицей»,school,,
22308,node,2273556887,POINT (30.3361982 60.0003166),Книга во времени,library,,
22309,node,2273557168,POINT (30.3393398 60.0009697),,,,convenience
22310,node,2273557317,POINT (30.3234125 60.0149527),Ароматный мир,,,alcohol
22311,node,2275074218,POINT (30.3416414 59.9974117),Gadjetmania,,,car_repair
22312,node,2275074520,POINT (30.3426982 59.9972517),,dentist,,
22313,node,2275993733,POINT (30.3411154 60.0011364),Вавеллит,,,beauty
22314,node,2275993739,POINT (30.340959 60.0011653),Продукты,,,convenience
22315,node,2277442855,POINT (30.2338648 59.9869115),Прайм Роуз,clinic,,
22316,node,2278635703,POINT (30.4540563 59.9542761),,car_wash,,
22317,node,2282930744,POINT (30.6894921 60.0290346),Фасоль,,,convenience
22318,node,2283375282,POINT (30.3581657 59.946636),Beer House,pub,,
22319,node,2283375286,POINT (30.3590369 59.9466562),Белорусский дворик,,,convenience
22320,node,2283375529,POINT (30.3589524 59.9463785),,fast_food,,bakery
22321,node,2283839309,POINT (30.3490357 59.9459727),Тбилисити,restaurant,,
22322,node,2283839310,POINT (30.3490443 59.9462178),Palermo,,,clothes
22323,node,2283839314,POINT (30.3497957 59.9464044),Дом шавермы,cafe,,
22324,node,2283839315,POINT (30.3522117 59.9467),Мишка,,,bakery
22325,node,2283839316,POINT (30.3494056 59.9464091),Продукты,,,convenience
22326,node,2283839319,POINT (30.3507918 59.9467194),Токио-City,restaurant,,
22327,node,2283839321,POINT (30.3495756 59.946407),Лёгкое Чувство Голода,cafe,,
22328,node,2283839322,POINT (30.3490451 59.9462478),Люди любят,cafe,,bakery
22329,node,2283839329,POINT (30.34925 59.946482),Выпечка,fast_food,,
22330,node,2285228591,POINT (30.3539785 59.9603264),Царь-Пышка,fast_food,,
22331,node,2285862527,POINT (30.36137 59.946272),Le Cotleté,restaurant,,
22332,node,2285862607,POINT (30.3608268 59.9462792),Ароматный мир,,,alcohol
22333,node,2290810205,POINT (30.3603589 59.9475733),Liman,restaurant,,
22334,node,2290810211,POINT (30.3629686 59.9465667),Пагода Мот Кот,restaurant,,
22335,node,2290810215,POINT (30.3641438 59.9465532),,fast_food,,
22336,node,2290810216,POINT (30.3628032 59.9465699),Красное&Белое,,,alcohol
22337,node,2291046586,POINT (30.3525896 59.9997484),WayCup,fast_food,,
22338,node,2291046588,POINT (30.3471874 59.9978482),Живое пиво,,,alcohol
22339,node,2291046590,POINT (30.3494642 59.9995517),Продукты,,,convenience
22340,node,2291047157,POINT (30.3525435 59.9997546),,,,convenience
22341,node,2292332172,POINT (30.3518463 59.9968502),,cafe,,
22342,node,2292405565,POINT (30.2643331 59.9869783),,,,convenience
22343,node,2292494021,POINT (30.1710553 60.1205335),Лоза,cafe,,
22344,node,2294667303,POINT (30.2113283 59.9522408),Ресторан китайской кухни,restaurant,,
22345,node,2294668596,POINT (30.2124962 59.952084),Пластическая хирургия,clinic,,
22346,node,2294668804,POINT (30.2155838 59.9517479),Гостиная,restaurant,,
22347,node,2297266253,POINT (30.3186311 60.0183841),Удачный,,,convenience
22348,node,2298680252,POINT (30.4962253 60.0921397),,cafe,,
22349,node,2303318647,POINT (30.3646151 59.946238),Delhi Darbar,restaurant,,
22350,node,2303514206,POINT (30.3027965 59.9513779),Кронверк,cafe,,
22351,node,2303514207,POINT (30.3033256 59.9512485),Трактиръ,restaurant,,
22352,node,2303559227,POINT (30.3015432 59.9516791),Одонт,doctors,,
22353,node,2303559231,POINT (30.3017397 59.9518059),Maximum,dentist,,
22354,node,2304864869,POINT (30.2920685 59.9544036),Барсель,veterinary,,
22355,node,2305912844,POINT (30.0850966 60.1925587),,,,convenience
22356,node,2305912845,POINT (30.0851431 60.192596),Drive Cafe,fast_food,,
22357,node,2310093664,POINT (30.4792237 60.0577521),Malibu,cafe,,
22358,node,2310093673,POINT (30.4808741 60.058072),,cafe,,
22359,node,2311542778,POINT (30.6603067 59.9979542),Карина,cafe,,
22360,node,2311542779,POINT (30.6603908 59.9981142),Универсам,,,convenience
22361,node,2311553885,POINT (30.6491196 60.0229989),Ароматный мир,,,alcohol
22362,node,2311553889,POINT (30.6496546 60.0228214),Норман,,,alcohol
22363,node,2311553892,POINT (30.6498673 60.0227217),Универсам XL,,,supermarket
22364,node,2315408934,POINT (30.4810266 59.9591825),Продукты,,,convenience
22365,node,2318352880,POINT (30.4078363 60.0384383),Теремок,fast_food,,
22366,node,2322580303,POINT (30.2349358 60.073671),СПК Пригородный,,,convenience
22367,node,2322582298,POINT (30.2351248 60.0736652),Санкт-Петербург 194294,post_office,,
22368,node,2322597955,POINT (30.2144841 59.9542393),Ogorod,,,convenience
22369,node,2322597956,POINT (30.2711577 59.9468602),Продукты,,,convenience
22370,node,2329159331,POINT (30.2935508 59.9844521),Драго,restaurant,,
22371,node,2329159336,POINT (30.2916263 59.9858267),Норман,,,alcohol
22372,node,2329159371,POINT (30.2928979 59.9858542),РеалЪ,,,supermarket
22373,node,2329166669,POINT (30.2945722 59.9856334),Детская библиотека,library,,
22374,node,2329266173,POINT (30.2818676 60.007661),Продукты,,,convenience
22375,node,2329269723,POINT (30.2833106 60.0075728),,,,convenience
22376,node,2329269730,POINT (30.2831497 60.0072723),,,,convenience
22377,node,2331978355,POINT (30.3269743 60.0707505),Продукты,,,convenience
22378,node,2331978356,POINT (30.3263405 60.0715013),Фасоль,,,convenience
22379,node,2333409928,POINT (30.2202178 59.9894506),Кинг Понг,restaurant,,
22380,node,2334060216,POINT (30.6480603 60.0148089),Магнит,,,supermarket
22381,node,2335047432,POINT (30.3620321 60.0557547),,car_wash,,
22382,node,2335051825,POINT (30.3616791 60.0555118),,,,car_parts
22383,node,2335051828,POINT (30.3613934 60.0558652),,car_wash,,
22384,node,2335051830,POINT (30.36127 60.0557019),Кенигсберг,,,car_repair
22385,node,2335212564,POINT (30.3335313 59.9578838),Страшная сила,,,beauty
22386,node,2335215018,POINT (30.3196982 59.9581372),Троицкий мост,cafe,,
22387,node,2336851784,POINT (30.4832031 59.9501679),Сити-фарм,pharmacy,,
22388,node,2336851793,POINT (30.4844383 59.9495782),Sharliz,,,beauty
22389,node,2337240402,POINT (30.1957371 59.9967931),,,,convenience
22390,node,2337939571,POINT (30.4164598 59.9595083),Сбербанк,bank,,
22391,node,2339213961,POINT (30.321338 59.9564586),Евразия,restaurant,,
22392,node,2340289539,POINT (30.4194884 59.9532407),Продукты,,,convenience
22393,node,2342448607,POINT (30.3650845 60.0005622),ВТБ,bank,,
22394,node,2345056996,POINT (30.3459652 60.0492295),Семишагофф,,,supermarket
22395,node,2349391762,POINT (30.3272911 59.9572241),Шеф-кебаб,fast_food,,
22396,node,2351947150,POINT (30.4289397 59.9911642),Дикси,,,supermarket
22397,node,2355505749,POINT (30.3293247 60.027155),,,,car_repair
22398,node,2356102853,POINT (30.2718984 60.0128541),Для вас,pharmacy,,
22399,node,2356102856,POINT (30.2686005 60.0076477),Петербургские аптеки,pharmacy,,
22400,node,2356102857,POINT (30.2676898 60.0077934),Промсвязьбанк,bank,,
22401,node,2356102860,POINT (30.2708472 60.0073475),Шервуд,restaurant,,
22402,node,2356102891,POINT (30.2695214 60.0075449),,,,convenience
22403,node,2357300594,POINT (30.4126892 59.9563118),Женская консультация №9,doctors,,
22404,node,2357345213,POINT (30.2849263 60.0103291),Радуга,pharmacy,,
22405,node,2357494017,POINT (30.2486556 59.9701991),Энимал Центр,veterinary,,
22406,node,2359265824,POINT (30.2890046 60.0036718),Детская школа искусств № 37,training,,
22407,node,2359265825,POINT (30.2896445 60.0035072),"Кардиоцентр ""Чёрная речка""",doctors,,
22408,node,2359265826,POINT (30.2916299 60.0033315),Леди,,,beauty
22409,node,2359266703,POINT (30.2927948 60.0031843),,pharmacy,,
22410,node,2359266837,POINT (30.2903841 60.003503),Продукты,,,convenience
22411,node,2359266887,POINT (30.2748323 60.0041227),Товары из Финляндии,,,convenience
22412,node,2359267092,POINT (30.293744 60.0031196),33-й зуб,dentist,,
22413,node,2360254850,POINT (30.2835823 59.9999009),O'Briens,pub,,
22414,node,2360254863,POINT (30.2797175 60.0019364),VdVet.ru,veterinary,,
22415,node,2360254869,POINT (30.2870547 60.0011823),Ардент,dentist,,
22416,node,2360254895,POINT (30.2922663 60.0005745),ЛенОблФарм,pharmacy,,
22417,node,2360254899,POINT (30.2846319 60.0006193),Женская консультация №40,doctors,,
22418,node,2360254906,POINT (30.2758054 60.0024554),Лео клуб,bar,,
22419,node,2360254909,POINT (30.283207 60.0000699),Леди,,,beauty
22420,node,2360254912,POINT (30.2762671 60.0025622),Мария,,,beauty
22421,node,2360254921,POINT (30.287654 60.0002878),Озерки,pharmacy,,
22422,node,2360254925,POINT (30.2800481 60.0019477),Петербургские аптеки,pharmacy,,
22423,node,2360254938,POINT (30.2753799 60.0027014),Суши Wok,fast_food,,
22424,node,2360254943,POINT (30.2881902 60.0003196),Технолог,,,convenience
22425,node,2360255190,POINT (30.2831126 59.9999677),,,,beauty
22426,node,2360255368,POINT (30.2862842 60.000651),,car_wash,,
22427,node,2360255712,POINT (30.2758372 60.0020357),,pharmacy,,
22428,node,2360255911,POINT (30.2755212 60.0027057),,bar,,
22429,node,2360372625,POINT (30.28204 59.9993529),Продукты,,,convenience
22430,node,2361915551,POINT (30.2916339 59.9871425),Невис,pharmacy,,
22431,node,2364341799,POINT (30.2906264 60.0103723),Храм святого праведного воина Феодора Ушакова,place_of_worship,,
22432,node,2364842357,POINT (30.4182907 60.0347675),Констанс-Банк,bank,,
22433,node,2364842362,POINT (30.4175755 60.0338266),Алко,,,alcohol
22434,node,2364851374,POINT (30.4157661 60.0321668),Василий Захаров,,,beauty
22435,node,2364858402,POINT (30.4160757 60.0323629),Петербургские аптеки,pharmacy,,
22436,node,2364860129,POINT (30.4163105 60.0325872),Асмедика,dentist,,
22437,node,2364894719,POINT (30.4172067 60.0335074),Промсвязьбанк,bank,,
22438,node,2365832734,POINT (30.3015701 60.0266782),Sun day,,,beauty
22439,node,2365832741,POINT (30.2965908 60.0280628),Городская поликлиника № 102 Отделение общей врачебной практики,clinic,,
22440,node,2365832745,POINT (30.2964264 60.0278444),Лара,,,beauty
22441,node,2365832749,POINT (30.3022127 60.0267239),Продукты,,,convenience
22442,node,2365832752,POINT (30.3025893 60.0283497),Продукты,,,convenience
22443,node,2365832757,POINT (30.2986543 60.0284531),Продукты,,,convenience
22444,node,2365832760,POINT (30.3025093 60.0289442),Продукты,,,convenience
22445,node,2365832764,POINT (30.3016467 60.0288614),Розалина,,,beauty
22446,node,2365832765,POINT (30.2964434 60.0278101),Фарма дом,pharmacy,,
22447,node,2365832864,POINT (30.3011906 60.026437),,dentist,,
22448,node,2365833385,POINT (30.2946268 60.032955),Полис,doctors,,
22449,node,2367114129,POINT (30.2875187 60.0233152),Зоосалон,veterinary,,pet
22450,node,2367114131,POINT (30.2850602 60.0232798),Удачный,,,convenience
22451,node,2367895570,POINT (30.2904744 60.0258265),"Центр красоты и фитнеса ""Грация""",,,beauty
22452,node,2367926150,POINT (30.3149544 60.0173554),Суши Wok,fast_food,,
22453,node,2369780337,POINT (30.2971553 60.0265133),Sixty six,bar,,
22454,node,2369780344,POINT (30.2958137 60.0289245),Вереск,pharmacy,,
22455,node,2369780347,POINT (30.2975185 60.0258285),Верный,,,supermarket
22456,node,2369780351,POINT (30.295748 60.0290466),Евразия,restaurant,,
22457,node,2369780358,POINT (30.2966524 60.0274494),Магнит,,,supermarket
22458,node,2369780362,POINT (30.2957683 60.0292084),Мармелад,,,beauty
22459,node,2369780365,POINT (30.2959207 60.0287963),XXI век,clinic,,
22460,node,2369780511,POINT (30.2873924 60.0279645),,,,convenience
22461,node,2369780578,POINT (30.2942072 60.0289519),Продукты,,,convenience
22462,node,2370056578,POINT (30.2575392 60.1025484),,,,car_repair
22463,node,2371402781,POINT (30.2849761 60.0233335),Ola,,,beauty
22464,node,2371402783,POINT (30.2811194 60.0196975),Viva vite,,,beauty
22465,node,2371402787,POINT (30.2903083 60.024842),Минимаркет,,,convenience
22466,node,2371402793,POINT (30.2903804 60.0247177),,,,convenience
22467,node,2371403089,POINT (30.2902122 60.0250222),,,,bakery
22468,node,2371596965,POINT (30.229509 60.0169292),Ветеринарная клиника,veterinary,,
22469,node,2372326833,POINT (30.4366123 60.1111601),,restaurant,,
22470,node,2373338653,POINT (30.2153628 59.9842256),Anfield,pub,,
22471,node,2373338666,POINT (30.2163003 59.9852627),Хеликс,doctors,,
22472,node,2373338676,POINT (30.2420938 59.9867114),Антарес,,,beauty
22473,node,2373338679,POINT (30.2183546 59.9849996),Воображуля,,,beauty
22474,node,2373338684,POINT (30.2161563 59.9852848),Дисконт одежды,,,clothes
22475,node,2373338687,POINT (30.2145752 59.9832803),Женская консультация 2х2,doctors,,
22476,node,2373338701,POINT (30.2153188 59.9840109),Леди,,,beauty
22477,node,2373338706,POINT (30.2154128 59.9831641),Радуга,car_wash,,
22478,node,2373338715,POINT (30.2352626 59.9863486),Tunzala,,,beauty
22479,node,2373338716,POINT (30.233699 59.9865857),Милагро,,,beauty
22480,node,2373338717,POINT (30.2206322 59.9847703),Эстет,dentist,,
22481,node,2373339048,POINT (30.215451 59.9843542),,,,convenience
22482,node,2373339404,POINT (30.2178764 59.9850845),Мой Зубной,dentist,,
22483,node,2373339538,POINT (30.2421083 59.9862684),,cafe,,
22484,node,2374750815,POINT (30.4201115 60.0084074),Петербургские аптеки,pharmacy,,
22485,node,2374750821,POINT (30.420873 60.0076754),Семишагофф,,,supermarket
22486,node,2374750822,POINT (30.4294493 60.0128962),Saltan,restaurant,,
22487,node,2374750826,POINT (30.4147648 60.0161677),"Универсам ""Мера""",,,convenience
22488,node,2374751793,POINT (30.4151199 60.0165235),,pharmacy,,
22489,node,2375097072,POINT (30.232876 59.9480284),Марчеллис,restaurant,,
22490,node,2377435987,POINT (30.3547186 59.9924327),,car_wash,,
22491,node,2377436021,POINT (30.3580359 59.9930616),Обслуживание автокондиционеров,,,car_repair
22492,node,2379605732,POINT (30.4175095 60.0074992),Дикси,,,supermarket
22493,node,2379605733,POINT (30.3684847 60.0161062),Хванчкара,cafe,,
22494,node,2379605734,POINT (30.3681819 60.0124093),Кузовное ателье,,,car_repair
22495,node,2379605736,POINT (30.3686134 60.015593),Невис,pharmacy,,
22496,node,2379605738,POINT (30.3690616 60.0135995),Первая помощь,pharmacy,,
22497,node,2379605739,POINT (30.4118743 60.0088905),Петербургские аптеки,pharmacy,,
22498,node,2379605743,POINT (30.4071946 60.0081035),Пятёрочка,,,supermarket
22499,node,2379605747,POINT (30.4126142 60.0087046),Сбербанк,bank,,
22500,node,2379605752,POINT (30.3694697 60.0130375),Норман,,,alcohol
22501,node,2379606446,POINT (30.4235524 60.0062538),Продукты,,,convenience
22502,node,2379606477,POINT (30.4229061 60.0063635),Хачапури,,,bakery
22503,node,2379607196,POINT (30.3682187 60.0119857),СТО Форсаж,,,car_repair
22504,node,2379607209,POINT (30.3680305 60.0121374),Автомойка 24 часа,car_wash,,
22505,node,2379607657,POINT (30.3686747 60.0150416),,,,convenience
22506,node,2379920858,POINT (30.3005915 59.973008),У Андрея,,,convenience
22507,node,2381892706,POINT (30.3529205 60.0327797),Красное&Белое,,,alcohol
22508,node,2383825887,POINT (30.342094 60.0358778),Громов,bar,,
22509,node,2383846611,POINT (30.3439852 60.0377234),Семишагофф,,,supermarket
22510,node,2383870338,POINT (30.3230095 60.0342741),Эскалибур,restaurant,,
22511,node,2383996361,POINT (30.3321844 60.0415167),Продукты,,,convenience
22512,node,2384157656,POINT (30.3458733 60.0376672),Градусы,,,alcohol
22513,node,2385380658,POINT (30.3395007 60.0443677),"Запчасти ВАЗ, ГАЗ",,,car_parts
22514,node,2385380661,POINT (30.3416257 60.0451572),Шиномонтаж,,,car_repair
22515,node,2385381137,POINT (30.3392784 60.0421138),Продукты,,,convenience
22516,node,2385471746,POINT (30.3576797 60.0382753),Продукты,,,convenience
22517,node,2385471765,POINT (30.3579555 60.0385965),Дикси,,,supermarket
22518,node,2385534512,POINT (30.2182707 59.987357),Новая эра,,,beauty
22519,node,2385534516,POINT (30.2190521 59.9872573),Ветеринарная клиника,veterinary,,
22520,node,2385534521,POINT (30.220448 59.9869985),Райффайзен,bank,,
22521,node,2385534523,POINT (30.2188831 59.9872313),Альфа-Банк,bank,,
22522,node,2385928985,POINT (30.3519739 60.0386165),Технолог,,,convenience
22523,node,2387253464,POINT (30.6460635 59.9906056),Магнит,,,supermarket
22524,node,2388373037,POINT (30.3185277 59.994756),Технолог,,,convenience
22525,node,2389645364,POINT (30.1970016 60.0049429),Moby Dick,bar,,
22526,node,2389645366,POINT (30.1980066 60.0032108),Норман,,,alcohol
22527,node,2390815957,POINT (30.3336715 60.0497447),Molly Malone,pub,,
22528,node,2390815958,POINT (30.3331634 60.0489878),Здоровые люди,pharmacy,,
22529,node,2390815961,POINT (30.3368688 60.04585),Продукты 24 часа,,,convenience
22530,node,2390815963,POINT (30.3370158 60.046057),Пятёрочка,,,supermarket
22531,node,2390816183,POINT (30.3333218 60.0484138),,veterinary,,
22532,node,2391071730,POINT (30.3275255 60.0442257),Белорусские подукты,,,convenience
22533,node,2391198377,POINT (30.3384844 60.0515738),Араз,cafe,,
22534,node,2391198381,POINT (30.3381178 60.0516563),Продукты,,,convenience
22535,node,2391523550,POINT (30.3511151 60.0462418),Озерки,pharmacy,,
22536,node,2391523563,POINT (30.3505096 60.0455059),Петербургские аптеки,pharmacy,,
22537,node,2391523567,POINT (30.3488264 60.0472612),Продукты,,,convenience
22538,node,2391593021,POINT (30.3546304 60.0505014),Петербургские аптеки,pharmacy,,
22539,node,2392866783,POINT (30.415153 59.9632377),Дикси,,,supermarket
22540,node,2393555483,POINT (30.2370616 60.0041147),Сбербанк,bank,,
22541,node,2396099993,POINT (30.2875565 59.9879133),Made in,restaurant,,
22542,node,2396100061,POINT (30.2887946 59.986995),,,,convenience
22543,node,2396100679,POINT (30.2876485 59.9882513),Продукты,,,convenience
22544,node,2397179126,POINT (30.2997926 60.0010018),Продукты,,,convenience
22545,node,2397179128,POINT (30.3011763 60.0012654),Продукты,,,convenience
22546,node,2397179129,POINT (30.29905 60.0023883),"ТЦ ""Купеческий двор""",,,mall
22547,node,2398591502,POINT (30.2650319 59.9853047),Дикси,,,supermarket
22548,node,2398591505,POINT (30.2567085 59.9855995),Баррель,,,alcohol
22549,node,2398591508,POINT (30.2660311 59.9869455),Продукты,,,convenience
22550,node,2398591510,POINT (30.256734 59.9857831),Суши Wok,fast_food,,
22551,node,2399140025,POINT (30.2995703 59.9893345),Наркологический кабинет Приморского района,doctors,,
22552,node,2399140026,POINT (30.2997703 59.9895704),Библиотека № 2 Приморского района им. Д. А. Фурманова,library,,
22553,node,2399140039,POINT (30.2894915 59.9856134),Пандент,dentist,,
22554,node,2399140040,POINT (30.3003767 59.9867629),Первая помощь,pharmacy,,
