name_1,geometry
Библиотека на Кадетском (филиал №2),"LINESTRING (30.406947 59.7050001, 30.4063783157909 59.70458732890645)"
,"LINESTRING (30.4058147 59.708643, 30.40583755208877 59.70850626963013)"
,"LINESTRING (30.4058147 59.708643, 30.40583755208877 59.70850626963013)"
Матвеевский,"LINESTRING (30.4049291 59.7082329, 30.404909339077392 59.708351135067474)"
Матвеевский,"LINESTRING (30.4049291 59.7082329, 30.404909339077392 59.708351135067474)"
,"LINESTRING (30.4076386 59.7089511, 30.407661983277855 59.70881119137884)"
,"LINESTRING (30.4076386 59.7089511, 30.407661983277855 59.70881119137884)"
,"LINESTRING (30.4078841 59.7087094, 30.407861513811323 59.708844539416056)"
Фармадом,"LINESTRING (30.3387965 59.9248668, 30.338832165864154 59.92477607691916)"
Филармония джазовой музыки,"LINESTRING (30.3367755 59.9240622, 30.33680825796576 59.92397958579105)"
Пловдив,"LINESTRING (30.2216515 59.8350751, 30.221740546877466 59.83474865507949)"
,"LINESTRING (30.4271683 59.9011416, 30.42701875945683 59.90089765739175)"
Дикси,"LINESTRING (30.3460359 59.918506, 30.346083629721736 59.91837953157753)"
SPOT,"LINESTRING (30.5001203 59.9135427, 30.500182792612176 59.91350894534446)"
SPOT,"LINESTRING (30.5001203 59.9135427, 30.500182792612176 59.91350894534446)"
Доктор Столетов,"LINESTRING (30.3551711 59.9320015, 30.355150428436076 59.93183629082844)"
Пятёрочка,"LINESTRING (30.2745218 59.8987143, 30.274658103133675 59.898823230316076)"
Сбербанк,"LINESTRING (30.2701681 59.93614, 30.270013321392145 59.935978492826614)"
Магнит,"LINESTRING (30.5776523 59.7333335, 30.578232622594843 59.73313826956937)"
Мегабургер,"LINESTRING (30.406493 59.7176775, 30.406436762981347 59.717523804777436)"
Старый Пловдив,"LINESTRING (30.168829 59.832226, 30.168835328963393 59.833062424959444)"
Старый Пловдив,"LINESTRING (30.168829 59.832226, 30.168835328963393 59.833062424959444)"
Озерки,"LINESTRING (30.4828042 59.9054014, 30.4833457943671 59.90582421922005)"
Сеня и К,"LINESTRING (30.3574777 59.8600233, 30.35853039011583 59.86055268831937)"
Сеня и К,"LINESTRING (30.3574777 59.8600233, 30.35853039011583 59.86055268831937)"
Детская школа искусств имени М. Л. Ростроповича,"LINESTRING (30.3081662 59.9141197, 30.308171724153734 59.91376069260391)"
Детский театр «На Неве»,"LINESTRING (30.3094675 59.9141025, 30.309472451520378 59.91378070728332)"
ВТБ,"LINESTRING (30.2243532 59.8530729, 30.22406304959429 59.85354047063528)"
Прялка,"LINESTRING (30.287037 59.9443071, 30.28714775338547 59.94443653766498)"
Blackwood,"LINESTRING (30.3751419 59.9317021, 30.375105538707 59.93159692841203)"
Подшипники,"LINESTRING (30.3577754 59.8976656, 30.357635238201738 59.8977321647139)"
Столовая,"LINESTRING (30.3650936 59.8880238, 30.364156736492067 59.887085858095595)"
Островок счастья,"LINESTRING (30.4344686 59.9416836, 30.43510383418741 59.9416012224388)"
,"LINESTRING (30.2088564 59.854238, 30.208944432161655 59.85462531660828)"
Стирка 40°,"LINESTRING (30.3179428 59.9306327, 30.317915424832684 59.93073417031609)"
ВкусВилл,"LINESTRING (30.308372 59.9270056, 30.308398537810948 59.92690807881266)"
Ложка,"LINESTRING (30.3114672 59.9278548, 30.31149549488077 59.92775083931531)"
Пятёрочка,"LINESTRING (30.3048304 59.9284697, 30.304809407083823 59.9285607640368)"
ВТБ,"LINESTRING (30.3531446 59.9185343, 30.352970568028837 59.91864554342365)"
Комедианты,"LINESTRING (30.358565 59.9262409, 30.358295057679673 59.92641574639246)"
ЛокоБанк,"LINESTRING (30.3550425 59.9215297, 30.354931975640767 59.921615186903495)"
Вместе,"LINESTRING (30.3520261 59.9181317, 30.352155674826133 59.918050355498224)"
Продукты,"LINESTRING (30.4648736 59.917556, 30.464694813075567 59.91830773381242)"
Продукты,"LINESTRING (30.4649764 59.9156749, 30.464368673759356 59.91823016719999)"
АМК-Хауз,"LINESTRING (30.4590614 59.8825338, 30.458941286633436 59.88341905709637)"
,"LINESTRING (30.4588623 59.8828023, 30.458781557765256 59.883397384779734)"
РосАл,"LINESTRING (30.2977644 59.9132772, 30.297611128447883 59.9132697357405)"
Бородино,"LINESTRING (30.2978209 59.9125479, 30.297646112954393 59.91253966684326)"
,"LINESTRING (30.578445 59.8080085, 30.57835610736649 59.807817068792154)"
,"LINESTRING (30.5801899 59.8071659, 30.579675728696444 59.80664635565744)"
ЛекОптТорг,"LINESTRING (30.5713488 59.8100827, 30.571386427643226 59.81023612526022)"
Открытие,"LINESTRING (30.573842 59.8094404, 30.57388676230895 59.80962291658381)"
Сэконд Хэнд,"LINESTRING (30.5691053 59.8103583, 30.569321464802428 59.81094589538022)"
Народная аптека,"LINESTRING (30.3481008 59.9119976, 30.348116019042102 59.91208741938327)"
Библиотека на Канале,"LINESTRING (30.6082459 59.7477085, 30.60825873365548 59.74752829807551)"
Художественная школа,"LINESTRING (30.6020626 59.7457452, 30.601846510789592 59.74568105474462)"
Муха,"LINESTRING (30.3535911 59.9436082, 30.35342146887695 59.94361126951556)"
МакДаг,"LINESTRING (30.2961791 59.912927, 30.29618153417557 59.91284738269686)"
Кебаб,"LINESTRING (30.2966801 59.9138196, 30.296677154066185 59.913910519604435)"
Детская школа искусств имени И. О. Дунаевского,"LINESTRING (30.2957416 59.9137891, 30.29573863661374 59.91387999109119)"
Питание+,"LINESTRING (30.2952969 59.9137747, 30.295293939347456 59.913865452564316)"
Озерки,"LINESTRING (30.2932551 59.9094108, 30.293253579658696 59.909319886883274)"
Полицейский юридический колледж «ИнтерПолисКолледж»,"LINESTRING (30.3099512 59.9111599, 30.309945166964617 59.91159358359023)"
Удачный,"LINESTRING (30.3069503 59.9116802, 30.30695179619002 59.911555834241796)"
Дикси,"LINESTRING (30.3060028 59.9116682, 30.306004288960192 59.9115444351969)"
Сал-ам,"LINESTRING (30.3092098 59.9114951, 30.309208667642075 59.911584019896246)"
Templet bar,"LINESTRING (30.4041182 59.849381, 30.40330976663762 59.84855784752362)"
Дикси,"LINESTRING (30.323598 59.9140327, 30.323289708104276 59.91371034889115)"
Дикси,"LINESTRING (30.323598 59.9140327, 30.323289708104276 59.91371034889115)"
Сбербанк,"LINESTRING (30.1741628 59.8326052, 30.174163121633075 59.833024977106895)"
Копейка,"LINESTRING (30.1770053 59.8269481, 30.175880863619366 59.82692408801189)"
Горные вершины,"LINESTRING (30.178459 59.8293288, 30.175830526213186 59.829272421141965)"
Озерки,"LINESTRING (30.3893227 59.8317038, 30.389192770469418 59.83221587623586)"
Флоренция,"LINESTRING (30.4262173 59.72276, 30.426236460488244 59.72260549131352)"
ВТБ,"LINESTRING (30.4162073 59.7203209, 30.41615889230227 59.72017402359138)"
ЮниКредит Банк,"LINESTRING (30.2693372 59.8508082, 30.268871113105725 59.85080418928129)"
Pushkin Brew,"LINESTRING (30.4055897 59.7169049, 30.405448460399583 59.717082366870784)"
Открытие,"LINESTRING (30.4060592 59.717854, 30.40599905036413 59.717681560956265)"
Мечта,"LINESTRING (30.4151961 59.7217815, 30.415318458967295 59.72215420168725)"
Ориона,"LINESTRING (30.4153926 59.7215814, 30.41553418520879 59.72140042456049)"
Гастроном,"LINESTRING (30.4199275 59.721676, 30.419909531774866 59.72182089436951)"
Наша кухня,"LINESTRING (30.3210917 59.914597, 30.321113235568077 59.914521634077985)"
МаккоЛи,"LINESTRING (30.274382 59.9077178, 30.275207003094767 59.90808754795321)"
,"LINESTRING (30.1783318 59.6939209, 30.1374398 59.7004436)"
,"LINESTRING (30.1783318 59.6939209, 30.1374398 59.7004436)"
,"LINESTRING (30.1783318 59.6939209, 30.1374398 59.7004436)"
,"LINESTRING (30.1783318 59.6939209, 30.1374398 59.7004436)"
Семишагофф,"LINESTRING (30.3047956 59.9157327, 30.304793436887714 59.9159091120696)"
Евразия,"LINESTRING (30.347996 59.9298041, 30.347809504344095 59.9298170901516)"
Евразия,"LINESTRING (30.3629079 59.9359161, 30.36290610870235 59.935800262752025)"
Евразия,"LINESTRING (30.3629079 59.9359161, 30.36290610870235 59.935800262752025)"
Mama Roma,"LINESTRING (30.3392504 59.9250451, 30.339286017783778 59.924954499220966)"
Евразия,"LINESTRING (30.3555853 59.9233617, 30.3557448201421 59.92323849949114)"
Север-Метрополь,"LINESTRING (30.2977712 59.9131731, 30.29761620216781 59.91316555167139)"
Детская школа искусств имени Д. С. Бортнянского,"LINESTRING (30.3173478 59.909105, 30.31734831524749 59.90902595180675)"
Штолле,"LINESTRING (30.3364926 59.9370815, 30.336362489187934 59.937119780190685)"
Vox,"LINESTRING (30.3418155 59.9427844, 30.34154858254791 59.94274993071896)"
Vox,"LINESTRING (30.3418155 59.9427844, 30.34154858254791 59.94274993071896)"
Пятёрочка,"LINESTRING (30.4952649 59.9249362, 30.495129306673704 59.92551531657461)"
Бургер Кинг,"LINESTRING (30.358838 59.9450212, 30.358839045736623 59.945104713054)"
Дикси,"LINESTRING (30.4174578 59.741609, 30.41775787030629 59.7417622206738)"
Атлант,"LINESTRING (30.4265513 59.72248, 30.426531205267676 59.72264204235806)"
Ассоль,"LINESTRING (30.416894 59.7214461, 30.41695050906695 59.72161790434247)"
Ассоль,"LINESTRING (30.416894 59.7214461, 30.41695050906695 59.72161790434247)"
Ньюфарм,"LINESTRING (30.4955469 59.9189274, 30.495214942158842 59.918614973109015)"
Аптекарь,"LINESTRING (30.4958512 59.9186123, 30.49551513825178 59.918296010657926)"
Евразия,"LINESTRING (30.2912431 59.9321506, 30.29119071506335 59.93233736578992)"
Лавка Хлебосолов,"LINESTRING (30.3063022 59.926932, 30.30629369491082 59.9268689857464)"
Дорожная научно-техническая библиотека ОктЖД,"LINESTRING (30.3109238 59.9082839, 30.310924620665343 59.9083717213547)"
,"LINESTRING (30.5611094 59.7995919, 30.56163770859894 59.79895859646667)"
,"LINESTRING (30.5611094 59.7995919, 30.56163770859894 59.79895859646667)"
Алоэ,"LINESTRING (30.2660302 59.9396434, 30.26597227208685 59.939572589315055)"
Школа № 300,"LINESTRING (30.3471134 59.9259567, 30.34701057347698 59.92569498898796)"
Пятёрочка,"LINESTRING (30.482377 59.9187965, 30.482031944640248 59.918472910203064)"
Библиотека РГГМУ,"LINESTRING (30.4083884 59.9214677, 30.408066284944784 59.921076739172655)"
Библиотека СПбГМТУ,"LINESTRING (30.2765913 59.9187163, 30.276514864284927 59.91858881637547)"
Библиотека ГУАП,"LINESTRING (30.2975855 59.9301179, 30.297786827982375 59.93034783195802)"
Библиотека СПбГУТД,"LINESTRING (30.3164645 59.9348995, 30.316607866509795 59.93511342082342)"
Будущий рынок,"LINESTRING (30.7429583 59.6839948, 30.7270455 59.7677162)"
Будущий рынок,"LINESTRING (30.7429583 59.6839948, 30.7270455 59.7677162)"
Библиотека ГУМРФ,"LINESTRING (30.250604 59.9102063, 30.25058455273714 59.910701875198)"
Библиотека ГУМРФ,"LINESTRING (30.250604 59.9102063, 30.25058455273714 59.910701875198)"
,"LINESTRING (30.2946866 59.914007, 30.294689671464717 59.91391310093576)"
МСЧ-44,"LINESTRING (30.2908903 59.9139459, 30.290895481969383 59.91378882354824)"
Первая помощь,"LINESTRING (30.5099466 59.8360923, 30.509647040882058 59.836469132854596)"
Шанс,"LINESTRING (30.1458759 59.7872636, 30.1454789 59.78461)"
Шанс,"LINESTRING (30.1458759 59.7872636, 30.1454789 59.78461)"
Тарелка,"LINESTRING (30.3500962 59.9226482, 30.350133474526682 59.92273295230163)"
Дикси,"LINESTRING (30.2428519 59.840701, 30.242541513708026 59.84158055791372)"
Дикси,"LINESTRING (30.2428519 59.840701, 30.242541513708026 59.84158055791372)"
Теремок,"LINESTRING (30.3488563 59.9430398, 30.34886213698993 59.94287521345593)"
Теремок,"LINESTRING (30.3488563 59.9430398, 30.34886213698993 59.94287521345593)"
Шоколадница,"LINESTRING (30.3482232 59.9426353, 30.348400199555794 59.94262333732241)"
Моя Клиника,"LINESTRING (30.3139582 59.8523827, 30.31396178040703 59.85210175151158)"
Магнит,"LINESTRING (30.1117992 59.7860298, 30.111799792803208 59.78611177727341)"
Магнит,"LINESTRING (30.1117992 59.7860298, 30.111799792803208 59.78611177727341)"
АСС,"LINESTRING (30.4719977 59.8645742, 30.471938342652063 59.86434173019347)"
Нихао,"LINESTRING (30.3763282 59.9270249, 30.376286304031765 59.92690694572729)"
Дикси,"LINESTRING (30.2865236 59.921656, 30.28640957078751 59.92155304460392)"
Фармакор,"LINESTRING (30.5016751 59.8375298, 30.501838037591913 59.838027292512045)"
,"LINESTRING (30.5049806 59.8318934, 30.50480197646172 59.83137015093788)"
,"LINESTRING (30.5049806 59.8318934, 30.50480197646172 59.83137015093788)"
Роснефть,"LINESTRING (30.2588967 59.8915635, 30.258888803040186 59.89174893195364)"
,"LINESTRING (30.5671877 59.7480247, 30.56720278296773 59.74852009617993)"
,"LINESTRING (30.5671877 59.7480247, 30.56720278296773 59.74852009617993)"
Семишагофф,"LINESTRING (30.2456021 59.8365457, 30.245305583932492 59.83604531115407)"
Доктор +,"LINESTRING (30.4755099 59.8993813, 30.475406559156745 59.89981888585953)"
Продукты,"LINESTRING (30.5079439 59.8397257, 30.508005591769667 59.84013079779925)"
Отделение связи №196652,"LINESTRING (30.5954109 59.7736127, 30.59376348605545 59.77360188070526)"
Отделение связи №196652,"LINESTRING (30.5954109 59.7736127, 30.59376348605545 59.77360188070526)"
Пятёрочка,"LINESTRING (30.4897164 59.8420711, 30.48960017259807 59.841654489375365)"
Пятёрочка,"LINESTRING (30.5112775 59.8371577, 30.510981553209426 59.83752998869769)"
Варна,"LINESTRING (30.2732332 59.9023056, 30.273496625681812 59.902235399744605)"
Планета Секонд Хенд,"LINESTRING (30.3232329 59.9242336, 30.32329041348051 59.924338356100314)"
SПБ,"LINESTRING (30.4421678 59.8781588, 30.442019109334886 59.87792850782697)"
Пражские булочные,"LINESTRING (30.4399315 59.879611, 30.439763311435957 59.879329786021806)"
Продукты,"LINESTRING (30.4353766 59.8805895, 30.435340549496054 59.88085046912496)"
Цех85,"LINESTRING (30.3161448 59.9281892, 30.316052171133805 59.92809881745004)"
Дед Хо,"LINESTRING (30.3119125 59.9297894, 30.311828729313213 59.929701596996615)"
Столовая Ложка,"LINESTRING (30.311972 59.9297318, 30.311888645110074 59.92964443280793)"
The Plaсe,"LINESTRING (30.2898222 59.8996789, 30.289451341859543 59.89975067520552)"
Киришиавтосервис,"LINESTRING (30.2885312 59.8994684, 30.288412485299776 59.899908881254916)"
Киришиавтосервис,"LINESTRING (30.2885312 59.8994684, 30.288412485299776 59.899908881254916)"
Marketplace,"LINESTRING (30.3176754 59.9165484, 30.31786756265028 59.916562809896874)"
Пульс,"LINESTRING (30.3178343 59.9258949, 30.317555952337738 59.92587080131878)"
Теремок,"LINESTRING (30.3180045 59.9249382, 30.317639431191914 59.9249065932074)"
Буше,"LINESTRING (30.3456205 59.9246914, 30.345666076464713 59.92480498518992)"
Пятёрочка,"LINESTRING (30.3993911 59.8642638, 30.399955104672905 59.86493840383123)"
Магнит,"LINESTRING (30.4322298 59.6858387, 30.432228875355587 59.68597377132377)"
Мой Зубной,"LINESTRING (30.3789057 59.8555104, 30.378822894028755 59.855982739763675)"
Дикси,"LINESTRING (30.4238157 59.685785, 30.423865287582064 59.685403497367304)"
Дикси,"LINESTRING (30.4238157 59.685785, 30.423865287582064 59.685403497367304)"
Детское травмотологическое отделение,"LINESTRING (30.3833557 59.8440386, 30.38248277040048 59.84315066130699)"
Плов центр,"LINESTRING (30.3194207 59.9262765, 30.319499342234483 59.926419740397414)"
Север-Метрополь,"LINESTRING (30.3196691 59.9261667, 30.319736530292218 59.926289518761685)"
Геобанк,"LINESTRING (30.3192384 59.9264018, 30.319306405751053 59.92652566691287)"
Кавказ бар,"LINESTRING (30.3415505 59.9353342, 30.341567050874943 59.935469773309734)"
Тамар,"LINESTRING (30.341239 59.9339207, 30.341072180919134 59.933955201801325)"
Street,"LINESTRING (30.3423466 59.9335947, 30.342327250547143 59.933438651406114)"
Косуля,"LINESTRING (30.341321 59.9342931, 30.34114940557627 59.93432858944572)"
Маска,"LINESTRING (30.3412928 59.9341651, 30.341122861566845 59.93420024695098)"
Оксфорд стрит,"LINESTRING (30.3202139 59.8641384, 30.320493492501093 59.86415492807924)"
,"LINESTRING (30.3267405 59.8883749, 30.32673378213152 59.88883774166623)"
,"LINESTRING (30.3267405 59.8883749, 30.32673378213152 59.88883774166623)"
Лазурный берег,"LINESTRING (30.3242193 59.8888907, 30.324220584060825 59.88880135567082)"
,"LINESTRING (30.3267442 59.8882641, 30.32673587349556 59.88883777202112)"
,"LINESTRING (30.3267442 59.8882641, 30.32673587349556 59.88883777202112)"
Продукты,"LINESTRING (30.3845709 59.8387867, 30.385520030253026 59.83975028231506)"
Дикси,"LINESTRING (30.2773938 59.9380027, 30.277408550367873 59.93795093002017)"
Дикси,"LINESTRING (30.3269904 59.8761847, 30.32699171502086 59.876085970761245)"
Exist.ru,"LINESTRING (30.2146148 59.9831492, 30.21360896887177 59.98372666890907)"
Библиотека № 5 им. Н. Рубцова,"LINESTRING (30.4820557 59.9009507, 30.481957623691702 59.90136599374364)"
Ответ,"LINESTRING (30.4964403 59.9247431, 30.496200756921514 59.92576618403279)"
Сбербанк,"LINESTRING (30.2075318 59.8336181, 30.207534635352467 59.833440310739675)"
"ГУ ЦБ РФ ""Кассовый центр""","LINESTRING (30.3621003 59.8202656, 30.36247908999113 59.820971615631315)"
Би-Би,"LINESTRING (30.1766065 59.851018, 30.17633621665703 59.851039327922)"
Пятёрочка,"LINESTRING (30.3727861 59.8642899, 30.373133632804723 59.8645547727189)"
Продукты,"LINESTRING (30.3706444 59.8469425, 30.370244101573025 59.846671256415384)"
,"LINESTRING (30.2057146 59.8340556, 30.205724872809725 59.83341144895873)"
,"LINESTRING (30.2437705 59.6823645, 30.24445440590451 59.68165891731587)"
ПетроЭлектроСбыт,"LINESTRING (30.4687913 59.911762, 30.46888663175782 59.911358129587114)"
Сбербанк,"LINESTRING (30.2174514 59.8331391, 30.217389739543858 59.833532146415216)"
UZ плов центр,"LINESTRING (30.2336142 59.9360271, 30.2340958585514 59.9362392465518)"
UZ плов центр,"LINESTRING (30.2336142 59.9360271, 30.2340958585514 59.9362392465518)"
Женская консультация Кировского района,"LINESTRING (30.2735021 59.8869028, 30.273227403191584 59.885736302265656)"
Женская консультация Кировского района,"LINESTRING (30.2735021 59.8869028, 30.273227403191584 59.885736302265656)"
Сбербанк,"LINESTRING (30.2720549 59.8899402, 30.272139529030795 59.89027185202659)"
Промсвязьбанк,"LINESTRING (30.3764167 59.9273042, 30.376265891331773 59.92751964548544)"
,"LINESTRING (30.3974131 59.9029554, 30.39727346125714 59.902286313239024)"
,"LINESTRING (30.4312409 59.6850762, 30.43150767417267 59.68506051510097)"
Вацлав Замок,"LINESTRING (30.2683937 59.9862713, 30.267842699700793 59.986331709147386)"
Визит,"LINESTRING (30.3840384 59.8735937, 30.384296119313216 59.872919704244936)"
Обуховец,"LINESTRING (30.4697988 59.8645426, 30.469911439874952 59.864818959261164)"
Первая помощь,"LINESTRING (30.4693386 59.8646686, 30.469472760069028 59.864997758546835)"
Продукты,"LINESTRING (30.3873514 59.87458, 30.38751614283807 59.87415131193829)"
МаккоЛи,"LINESTRING (30.291775 59.9238269, 30.291808155857527 59.92368012410515)"
Невис,"LINESTRING (30.2913443 59.9237174, 30.291447255589016 59.92380560386541)"
Дикси,"LINESTRING (30.2915225 59.9235062, 30.29149858733829 59.92361171899729)"
Пятёрочка,"LINESTRING (30.2924764 59.9223189, 30.29259835928865 59.922419748998465)"
Поцелуйчик,"LINESTRING (30.4773402 59.9374111, 30.477309565059745 59.937017980365226)"
Фармаком,"LINESTRING (30.4770669 59.9373228, 30.477044754209814 59.937038616486774)"
Главная Дорога,"LINESTRING (30.4779363 59.9381509, 30.477844634293998 59.93697626945309)"
Дикси,"LINESTRING (30.2514239 59.8523753, 30.25142311695997 59.851948922392566)"
Пятёрочка,"LINESTRING (30.392301 59.8766777, 30.39253301383166 59.876072139200666)"
Гимназия «Северная Венеция»,"LINESTRING (30.3199361 59.9045452, 30.320010326629557 59.903878932682375)"
Гимназия «Северная Венеция»,"LINESTRING (30.3199361 59.9045452, 30.320010326629557 59.903878932682375)"
Авицена,"LINESTRING (30.4201265 59.7294899, 30.42051014059224 59.72900039887293)"
Папа Карло,"LINESTRING (30.565257 59.7412034, 30.565279643993858 59.74202461848625)"
Ароматный мир,"LINESTRING (30.2929959 59.9223551, 30.293020117137477 59.922234164032176)"
Уралсиб,"LINESTRING (30.4680173 59.9460987, 30.468088250121767 59.945826210857696)"
Вечерний,"LINESTRING (30.5640808 59.8099014, 30.563836496334908 59.809246026387356)"
,"LINESTRING (30.5048681 59.9375925, 30.504001586674196 59.93777833456054)"
Озерки,"LINESTRING (30.2900693 59.925314, 30.29009096967455 59.92521834209255)"
Токио-City,"LINESTRING (30.2676519 59.8859543, 30.267497405458045 59.88611157138692)"
Одесса-мама,"LINESTRING (30.3065269 59.9288616, 30.30650721389567 59.92894804463623)"
Одесса-мама,"LINESTRING (30.3065269 59.9288616, 30.30650721389567 59.92894804463623)"
Fiddler's green SPB.L.B,"LINESTRING (30.3452882 59.9317606, 30.345462805524207 59.931661408546084)"
ДентИдеал,"LINESTRING (30.3667446 59.9439752, 30.36674256389245 59.94385178681236)"
ЛиксNail,"LINESTRING (30.3480552 59.9307477, 30.347875198267086 59.93076023782448)"
Debaser,"LINESTRING (30.3480669 59.9309309, 30.347887953742557 59.930943364306486)"
Пятёрочка,"LINESTRING (30.3480975 59.9312883, 30.348107819254516 59.93137540073468)"
Уральский банк реконструкции и развития,"LINESTRING (30.3480404 59.9305117, 30.34785876785458 59.93052435138908)"
Семишагофф,"LINESTRING (30.3473586 59.9301276, 30.347378062062024 59.930232368639594)"
Кисточки,"LINESTRING (30.4868751 59.9455662, 30.4868818741463 59.94520129023973)"
Пилки,"LINESTRING (30.4854782 59.9455393, 30.485484956180862 59.94517535800196)"
Truvor,"LINESTRING (30.3479917 59.9297362, 30.34780477691735 59.92974921992355)"
Доктор Столетов,"LINESTRING (30.3479741 59.9294539, 30.3477851235807 59.92946706294647)"
Lee,"LINESTRING (30.3479813 59.9295667, 30.347792977369767 59.929579817407514)"
Даблби,"LINESTRING (30.3474915 59.9311819, 30.34768284231418 59.93116957824167)"
Marchelas,"LINESTRING (30.3475377 59.9318729, 30.347727347263444 59.93186068739686)"
Villa Aston,"LINESTRING (30.3474997 59.9312927, 30.34768998183423 59.93128044653278)"
Ф.М. Достоевский,"LINESTRING (30.3474546 59.9306437, 30.34764817490739 59.93063123447068)"
Bengel,"LINESTRING (30.3474699 59.9308768, 30.347663186905134 59.930864353017)"
Теремок,"LINESTRING (30.3475346 59.9318225, 30.347724102285532 59.93181029673292)"
Coffeeshop Company,"LINESTRING (30.355416 59.9319701, 30.355395421723397 59.93180563638988)"
Амур,"LINESTRING (30.3555919 59.9319643, 30.355569324828537 59.93178387700981)"
Grizzly Bar,"LINESTRING (30.3548358 59.9320582, 30.3548133117971 59.93187847207109)"
Сбербанк,"LINESTRING (30.279275 59.8950285, 30.279202560068228 59.89555889612541)"
Гранти-Мед,"LINESTRING (30.2703694 59.8852111, 30.2703054169044 59.88491610114069)"
,"LINESTRING (30.2694644 59.8854122, 30.269399420084216 59.88511260522649)"
Ароматный мир,"LINESTRING (30.3132762 59.9311952, 30.313169747843183 59.93109286297784)"
Zoom,"LINESTRING (30.3181356 59.9312478, 30.318075792351596 59.93115870508492)"
Дикси,"LINESTRING (30.3165455 59.9320095, 30.316602055485905 59.93209386566867)"
Шок и Трепет,"LINESTRING (30.3134122 59.9310573, 30.31330396484068 59.9309532489011)"
Кореана,"LINESTRING (30.2790352 59.8897131, 30.278608179982353 59.8901467872447)"
Стоматологический центр города,"LINESTRING (30.3610802 59.9334881, 30.3611187521827 59.93426848963768)"
Arizona,"LINESTRING (30.4772108 59.9381232, 30.476284535527352 59.93840640730437)"
Arizona,"LINESTRING (30.4772108 59.9381232, 30.476284535527352 59.93840640730437)"
Солнечный Бункер,"LINESTRING (30.3484567 59.9297345, 30.347806904210014 59.92977976081738)"
"Автоцентр ""Hyundai""","LINESTRING (30.280388 59.8874939, 30.280107624814484 59.88816421514556)"
"Автоцентр ""Hyundai""","LINESTRING (30.280388 59.8874939, 30.280107624814484 59.88816421514556)"
Невис,"LINESTRING (30.274868 59.8945848, 30.27511011904204 59.894400768525514)"
,"LINESTRING (30.2595526 59.8915468, 30.2595419473531 59.891777493088426)"
Щелкунчик,"LINESTRING (30.2934676 59.9239135, 30.29343719140905 59.924048114167164)"
Щелкунчик,"LINESTRING (30.2934676 59.9239135, 30.29343719140905 59.924048114167164)"
Продукты,"LINESTRING (30.2725775 59.8846291, 30.272534869560182 59.884432549161055)"
Отделение связи №196606,"LINESTRING (30.4124926 59.738831, 30.412573819968532 59.738181185025105)"
Отделение связи №196606,"LINESTRING (30.4124926 59.738831, 30.412573819968532 59.738181185025105)"
Булочная Ф. Вольчека,"LINESTRING (30.348206 59.9329093, 30.34800446429618 59.93292202166807)"
Деда Хинкали,"LINESTRING (30.3482328 59.933342, 30.348031775858683 59.93335468937639)"
Mint,"LINESTRING (30.3476834 59.9343427, 30.347865921901516 59.93433292794718)"
Unique Fabric,"LINESTRING (30.3476436 59.9336049, 30.347826419921567 59.93359511199146)"
Пышечная фабрика,"LINESTRING (30.3476583 59.9338199, 30.347837939936785 59.93381028224489)"
PiterOils.ru,"LINESTRING (30.3268185 59.9115157, 30.326865239681712 59.911385783844985)"
Райффайзен,"LINESTRING (30.3201248 59.937935, 30.319929166201895 59.93792304498514)"
,"LINESTRING (30.5757596 59.7473276, 30.576107227742643 59.747281298200136)"
Старая Коломна,"LINESTRING (30.3020433 59.923395, 30.301927281741847 59.923290590823335)"
,"LINESTRING (30.282641 59.9232915, 30.2826217176642 59.923373014229476)"
СССР,"LINESTRING (30.2851463 59.9222701, 30.28520253801981 59.922123800819506)"
СССР,"LINESTRING (30.2851463 59.9222701, 30.28520253801981 59.922123800819506)"
Status,"LINESTRING (30.2850063 59.9227569, 30.285104402361917 59.92284492973512)"
Булочная Ф. Вольчека,"LINESTRING (30.2853634 59.9223548, 30.285463560047226 59.92244467614829)"
Ермолино,"LINESTRING (30.2851661 59.9225783, 30.28526445845948 59.92266655953795)"
Продукты,"LINESTRING (30.4142853 59.8931442, 30.41427308728127 59.89335236120786)"
Дикси,"LINESTRING (30.4192295 59.8901574, 30.41913088656736 59.89002633272095)"
Лит.Ra,"LINESTRING (30.3112068 59.8479058, 30.311323896121873 59.848203130309464)"
У дома,"LINESTRING (30.3123269 59.8477953, 30.31233127168795 59.847806400583956)"
Би-Би,"LINESTRING (30.3761032 59.8551454, 30.376136452057548 59.855480943489795)"
,"LINESTRING (30.6107449 59.7310521, 30.610748568902775 59.73085099019584)"
Банзай,"LINESTRING (30.3362497 59.8392389, 30.336412045593615 59.83891567044512)"
Восточные сладости,"LINESTRING (30.2730029 59.8456097, 30.27290809464458 59.845401865404526)"
,"LINESTRING (30.4003036 59.9306351, 30.40014180978087 59.93069249293377)"
БИ-БИ,"LINESTRING (30.4772833 59.9384646, 30.476386193480902 59.93873889219894)"
БИ-БИ,"LINESTRING (30.4772833 59.9384646, 30.476386193480902 59.93873889219894)"
Красное&Белое,"LINESTRING (30.3288926 59.9160776, 30.328981597297524 59.916176100616454)"
Детская поликлиника №66,"LINESTRING (30.462006 59.9463705, 30.461253957243585 59.94612091042172)"
Кебаб,"LINESTRING (30.4743969 59.9473025, 30.47437208475501 59.947397695566394)"
Сбербанк,"LINESTRING (30.4154115 59.7258863, 30.415858041416953 59.725321513162655)"
