geometry,element_type,osmid,name,amenity,landuse,shop,zone,field_1_2,start_node,end_node,osmid_2,maxspeed,lanes,highway,surface,oneway,name_2,smoothness,living_street,service,length (m),length (km),capacity (veh/h),maxspeed (km/h),flow_time (h),flow_time (s),distance
"LINESTRING (30.349548 59.8328689, 30.349473530362722 59.832730373749)",node,1417288602,Альнаир,fast_food,,,83.0,19053,4128601274,5333107243,,,2,"[ ""tertiary"" ]","[ ""asphalt"" ]",1,"[ ""улица Ленсовета"" ]",,,,185.272,0.185272,3600,60,0.0030878666666666,11.11632,0.0001572744387754
"LINESTRING (30.4157782 59.7213704, 30.415670982070765 59.721507446885276)",node,1417850207,1010 Cafe,restaurant,,,10.0,949,10982340,22346692,,,2,"[ ""secondary"" ]","[ ""asphalt"" ]",0,"[ ""Конюшенная улица"" ]",,,,158.632,0.158632,1800,60,0.0026438666666666,9.51792,0.0001740044054432
"LINESTRING (30.4157782 59.7213704, 30.415670982070765 59.721507446885276)",node,1417850207,1010 Cafe,restaurant,,,10.0,1616,22346692,10982340,,,2,"[ ""secondary"" ]","[ ""asphalt"" ]",0,"[ ""Конюшенная улица"" ]",,,,158.632,0.158632,1800,60,0.0026438666666666,9.51792,0.0001740044054432
"LINESTRING (30.3161417 59.9278371, 30.316226656140184 59.927919995893035)",node,1421769519,Шаверма Хаус,cafe,,,42.0,11302,1570984706,1892371430,,,2,"[ ""secondary"" ]","[ ""asphalt"" ]",1,"[ ""переулок Гривцова"" ]",,,,199.058,0.199058,3600,60,0.0033176333333333,11.94348,0.0001186982511983
"LINESTRING (30.3163239 59.9276489, 30.316409591771162 59.92773251368443)",node,1422754864,Империя платья,,,clothes,42.0,11302,1570984706,1892371430,,,2,"[ ""secondary"" ]","[ ""asphalt"" ]",1,"[ ""переулок Гривцова"" ]",,,,199.058,0.199058,3600,60,0.0033176333333333,11.94348,0.0001197260534261
"LINESTRING (30.31651 59.9274566, 30.316596478922428 59.927540981746716)",node,1422754867,Мелодия здоровья,pharmacy,,,42.0,11302,1570984706,1892371430,,,2,"[ ""secondary"" ]","[ ""asphalt"" ]",1,"[ ""переулок Гривцова"" ]",,,,199.058,0.199058,3600,60,0.0033176333333333,11.94348,0.0001208258383091
"LINESTRING (30.3157223 59.9279778, 30.31595177435261 59.92820170943546)",node,1422754869,Every dog,bar,,,42.0,11302,1570984706,1892371430,,,2,"[ ""secondary"" ]","[ ""asphalt"" ]",1,"[ ""переулок Гривцова"" ]",,,,199.058,0.199058,3600,60,0.0033176333333333,11.94348,0.0003206148995193
"LINESTRING (30.3160712 59.9279099, 30.31615588230606 59.92799252869958)",node,1422754876,Шаверма Хаус,cafe,,,42.0,11302,1570984706,1892371430,,,2,"[ ""secondary"" ]","[ ""asphalt"" ]",1,"[ ""переулок Гривцова"" ]",,,,199.058,0.199058,3600,60,0.0033176333333333,11.94348,0.0001183156581097
"LINESTRING (30.3165787 59.9269841, 30.316866164638764 59.927264593415714)",node,1422778064,Павловопосадские платки,,,clothes,42.0,11302,1570984706,1892371430,,,2,"[ ""secondary"" ]","[ ""asphalt"" ]",1,"[ ""переулок Гривцова"" ]",,,,199.058,0.199058,3600,60,0.0033176333333333,11.94348,0.0004016372427937
"LINESTRING (30.3167214 59.9272396, 30.316808051862917 59.92732415049328)",node,1422778068,TeaUmii,cafe,,,42.0,11302,1570984706,1892371430,,,2,"[ ""secondary"" ]","[ ""asphalt"" ]",1,"[ ""переулок Гривцова"" ]",,,,199.058,0.199058,3600,60,0.0033176333333333,11.94348,0.0001210674657398
"LINESTRING (30.2876422 59.9247659, 30.287664239923835 59.92466860767614)",node,1423933331,Рид,cafe,,,43.0,19027,4112024620,4112024596,,,3,"[ ""secondary"" ]","[ ""asphalt"" ]",1,"[ ""улица Декабристов"" ]",,,,259.291,0.259291,4000,60,0.0043215166666666,15.55746,9.9757478538095e-05
"LINESTRING (30.2872457 59.9246793, 30.287268433828384 59.92457894452645)",node,1423933332,Millstream,,,alcohol,43.0,19027,4112024620,4112024596,,,3,"[ ""secondary"" ]","[ ""asphalt"" ]",1,"[ ""улица Декабристов"" ]",,,,259.291,0.259291,4000,60,0.0043215166666666,15.55746,0.0001028982411135
"LINESTRING (30.2870082 59.9211287, 30.287034408943637 59.921015204657444)",node,1424085175,Первая помощь,pharmacy,,,43.0,18083,3690900884,10209674557,,,2,"[ ""primary"" ]","[ ""asphalt"" ]",1,"[ ""проспект Римского-Корсакова"" ]",,,,163.637,0.163637,3600,60,0.0027272833333333,9.81822,0.0001164821939522
"LINESTRING (30.2872582 59.9211835, 30.28728376629785 59.921072787574026)",node,1424085176,Сбербанк,bank,,,43.0,18083,3690900884,10209674557,,,2,"[ ""primary"" ]","[ ""asphalt"" ]",1,"[ ""проспект Римского-Корсакова"" ]",,,,163.637,0.163637,3600,60,0.0027272833333333,9.81822,0.0001136260394906
"LINESTRING (30.6132889 59.7285982, 30.613232619330937 59.73080254700347)",node,1424958159,Разборка иномарок,,,car_repair,,1008,16819447,233098142,,,2,"[ ""secondary"" ]","[ ""asphalt"" ]",1,"[ ""Оборонная улица"" ]",,,,297.416,0.297416,3600,60,0.0049569333333333,17.84496,0.0022050653562692
"LINESTRING (30.6129517 59.7284997, 30.61289312576549 59.73079387916443)",node,1424958161,Шины,,,car_repair,,1008,16819447,233098142,,,2,"[ ""secondary"" ]","[ ""asphalt"" ]",1,"[ ""Оборонная улица"" ]",,,,297.416,0.297416,3600,60,0.0049569333333333,17.84496,0.0022949267917415
"LINESTRING (30.2948847 59.9326697, 30.29493351342846 59.93250578847035)",node,1425121634,Гимназия,restaurant,,,47.0,16107,2431863960,2431863956,,,2,"[ ""tertiary"" ]","[ ""asphalt"" ]",1,"[ ""Конногвардейский бульвар"" ]",,,,76.125,0.076125,3600,60,0.00126875,4.5675,0.0001710255546673
"LINESTRING (30.2930067 59.9328184, 30.292977113092793 59.93291678497359)",node,1425166840,Дзирна,cafe,,,47.0,11618,1603477089,2012579579,,,2,"[ ""residential"" ]","[ ""paving_stones"" ]",1,"[ ""Галерная улица"" ]",,,,285.547,0.285547,3600,60,0.0047591166666666,17.13282,0.0001027374717735
"LINESTRING (30.4124008 59.8971679, 30.41232577390915 59.89734748972506)",node,1426053045,Восточная кухня,cafe,,,22.0,20821,5233509704,249301204,,,2,"[ ""tertiary"" ]","[ ""asphalt"" ]",1,"[ ""Большой Смоленский проспект"" ]","[ ""good"" ]",,,249.77,0.24977,3600,60,0.0041628333333333,14.9862,0.0001946314045948
"LINESTRING (30.497157 59.934959, 30.49719236032379 59.93541872241598)",node,1426951368,Шиномонтаж,,,car_repair,79.0,24230,10097931203,10097931199,,,2,"[ ""tertiary"" ]","[ ""asphalt"" ]",1,"[ ""Хасанская улица"" ]",,,,135.628,0.135628,3600,60,0.0022604666666666,8.13768,0.0004610803099841
"LINESTRING (30.6089213 59.7455435, 30.6086999 59.7458382)",node,1430422864,,pharmacy,,,0.0,9153,1297562398,996929392,,,1,"[ ""residential"" ]","[ ""asphalt"" ]",0,"[ ""Новгородская улица"" ]",,,,382.402,0.382402,1800,60,0.0063733666666666,22.94412,0.0003686001220858
"LINESTRING (30.6089213 59.7455435, 30.6086999 59.7458382)",node,1430422864,,pharmacy,,,0.0,7387,996929392,1297562398,,,1,"[ ""residential"" ]","[ ""asphalt"" ]",0,"[ ""Новгородская улица"" ]",,,,382.402,0.382402,1800,60,0.0063733666666666,22.94412,0.0003686001220858
"LINESTRING (30.4559744 59.9174995, 30.455797254131724 59.91677629592613)",node,1432582753,Наша клиника,clinic,,,28.0,25286,10242771206,10242771152,,,2,"[ ""tertiary"" ]","[ ""asphalt"" ]",1,"[ ""улица Бадаева"" ]",,,,73.963,0.073963,3600,60,0.0012327166666666,4.43778,0.0007445836360751
"LINESTRING (30.3542374 59.9303748, 30.354268848979874 59.930633595809745)",node,1433002027,Контакт Бар,bar,,,100.0,20240,5000322618,21742664,,,1,"[ ""residential"" ]","[ ""asphalt"" ]",1,"[ ""Стремянная улица"" ]",,,,130.161,0.130161,1800,60,0.00216935,7.80966,0.000260699653769
"LINESTRING (30.3174257 59.8325173, 30.31747234838367 59.830933272182584)",node,1435529513,Полтинник,,,convenience,84.0,17937,3630579493,3596293527,,,2,"[ ""tertiary"" ]","[ ""asphalt"" ]",1,,,,,211.537,0.211537,3600,60,0.0035256166666666,12.69222,0.0015847145478111
"LINESTRING (30.302918 59.9310916, 30.302888620218773 59.93122712960869)",node,1438258837,Региональный учебный центр ФГУП «Почта России»,training,,,47.0,11695,1613010231,1613010349,,,2,"[ ""tertiary"" ]","[ ""asphalt"" ]",1,"[ ""Большая Морская улица"" ]",,,,143.208,0.143208,3600,60,0.0023868,8.59248,0.0001386774905197
"LINESTRING (30.3021916 59.9318032, 30.30227239436861 59.93189757379638)",node,1438264220,Книжная Капелла,library,,,47.0,11699,1613010349,1616938114,,,1,"[ ""tertiary"" ]","[ ""asphalt"" ]",0,"[ ""Почтамтский переулок"" ]",,,,112.914,0.112914,1800,60,0.0018819,6.77484,0.0001242342281428
"LINESTRING (30.3017729 59.928411, 30.301857431024622 59.928459934896715)",node,1438267904,Умная стоматология,dentist,,,47.0,11328,1572884356,1633767730,,,1,"[ ""residential"" ]","[ ""asphalt"" ]",1,"[ ""Прачечный переулок"" ]",,,,100.08,0.10008,1800,60,0.001668,6.0048,9.76735288629955e-05
"LINESTRING (30.3472972 59.8342409, 30.347155158908638 59.83397666198439)",node,1438512945,Озерки,pharmacy,,,83.0,21041,5333107243,5333107247,,,2,"[ ""tertiary"" ]","[ ""asphalt"" ]",1,"[ ""улица Ленсовета"" ]",,,,332.738,0.332738,3600,60,0.0055456333333333,19.96428,0.0002999956675169
"LINESTRING (30.2823728 59.9235814, 30.282394836843206 59.92348576272852)",node,1439033027,Русская школа парикмахерского искусства,training,,hairdresser,43.0,24628,10209674559,7359530297,,,2,"[ ""tertiary"" ]","[ ""asphalt"" ]",1,"[ ""улица Декабристов"" ]",,,,151.851,0.151851,3600,60,0.00253085,9.11106,9.8143314370429e-05
"LINESTRING (30.2834058 59.9239332, 30.28345273126609 59.92372952390202)",node,1439033029,Эстедент,dentist,,,43.0,24628,10209674559,7359530297,,,2,"[ ""tertiary"" ]","[ ""asphalt"" ]",1,"[ ""улица Декабристов"" ]",,,,151.851,0.151851,3600,60,0.00253085,9.11106,0.0002090131494095
"LINESTRING (30.3053608 59.9266019, 30.30536958984465 59.92667096685872)",node,1439038208,Минимаркет,,,convenience,47.0,14154,1892371424,307111,,,1,"[ ""residential"" ]","[ ""asphalt"" ]",1,"[ ""набережная канала Грибоедова"" ]",,,,104.668,0.104668,1800,60,0.0017444666666666,6.28008,6.96239351269541e-05
"LINESTRING (30.3311451 59.9218338, 30.33117753107887 59.9217526089503)",node,1442069854,Продукты,,,convenience,46.0,15486,2277444635,1554312400,,,2,"[ ""primary"" ]","[ ""asphalt"" ]",1,"[ ""Загородный проспект"" ]",,,,94.432,0.094432,3600,60,0.0015738666666666,5.66592,8.74286076078515e-05
"LINESTRING (30.1363243 59.7815754, 30.136303608076428 59.780764810581054)",node,1444746149,Магнит,,,supermarket,13.0,5979,746495639,1444746118,,,2,"[ ""tertiary"" ]","[ ""asphalt"" ]",0,"[ ""Аннинское шоссе"" ]","[ ""good"" ]",,,34.026,0.034026,1800,60,0.0005671,2.04156,0.0008108534773988
"LINESTRING (30.1363243 59.7815754, 30.136303608076428 59.780764810581054)",node,1444746149,Магнит,,,supermarket,13.0,10420,1444746118,746495639,,,2,"[ ""tertiary"" ]","[ ""asphalt"" ]",0,"[ ""Аннинское шоссе"" ]","[ ""good"" ]",,,34.026,0.034026,1800,60,0.0005671,2.04156,0.0008108534773988
"LINESTRING (30.3195507 59.902872, 30.319544490167743 59.90252008115005)",node,1446187221,Брынза,cafe,,,6.0,19914,4849896058,1929818871,,,2,"[ ""tertiary"" ]","[ ""asphalt"" ]",1,"[ ""Киевская улица"" ]",,,,46.412,0.046412,3600,60,0.0007735333333333,2.78472,0.0003519736339095
"LINESTRING (30.4954636 59.839385, 30.49559130584147 59.839842761914525)",node,1451015826,,,,car_repair,26.0,8549,1217632319,1217632302,,,2,"[ ""primary"" ]","[ ""asphalt"" ]",1,"[ ""Шлиссельбургский проспект"" ]","[ ""good"" ]",,,287.326,0.287326,3600,60,0.0047887666666666,17.23956,0.0004752417830271
"LINESTRING (30.2921327 59.913673, 30.2921297564645 59.91376228522869)",node,1454835513,,,,convenience,44.0,22218,6778352688,6778332761,,,2,"[ ""secondary"" ]","[ ""asphalt"" ]",1,"[ ""Рижский проспект"" ]","[ ""excellent"" ]",,,82.521,0.082521,3600,60,0.00137535,4.95126,8.93337364234847e-05
"LINESTRING (30.2922003 59.9135543, 30.292343115856056 59.91356312531223)",node,1454909535,Рюмка,,,alcohol,44.0,22181,6778332761,21991343,,,2,"[ ""residential"" ]","[ ""asphalt"" ]",0,"[ ""Дровяная улица"" ]",,,,115.399,0.115399,1800,60,0.0019233166666666,6.92394,0.0001430882765171
"LINESTRING (30.2922003 59.9135543, 30.292343115856056 59.91356312531223)",node,1454909535,Рюмка,,,alcohol,44.0,1346,21991343,6778332761,,,2,"[ ""residential"" ]","[ ""asphalt"" ]",0,"[ ""Дровяная улица"" ]",,,,115.399,0.115399,1800,60,0.0019233166666666,6.92394,0.0001430882765171
"LINESTRING (30.2915367 59.9136537, 30.291533767951016 59.91374263681236)",node,1454909539,"Носки, колготки, трикотаж",,,clothes,44.0,22218,6778352688,6778332761,,,2,"[ ""secondary"" ]","[ ""asphalt"" ]",1,"[ ""Рижский проспект"" ]","[ ""excellent"" ]",,,82.521,0.082521,3600,60,0.00137535,4.95126,8.89851308038062e-05
"LINESTRING (30.2893236 59.9121686, 30.289327380139476 59.91205090093382)",node,1454920069,Юкка-Дент,dentist,,,44.0,1352,21991357,21991358,,,2,"[ ""tertiary"" ]","[ ""asphalt"" ]",0,"[ ""Курляндская улица"" ]",,,,81.745,0.081745,1800,60,0.0013624166666666,4.9047,0.0001177597538813
"LINESTRING (30.2893236 59.9121686, 30.289327380139476 59.91205090093382)",node,1454920069,Юкка-Дент,dentist,,,44.0,1356,21991358,21991357,,,2,"[ ""tertiary"" ]","[ ""asphalt"" ]",0,"[ ""Курляндская улица"" ]",,,,81.745,0.081745,1800,60,0.0013624166666666,4.9047,0.0001177597538813
"LINESTRING (30.2878107 59.9133794, 30.287975851032467 59.91338651743459)",node,1455859663,Шесть шампуров,cafe,,,44.0,1354,21991358,6778352714,,,1,"[ ""residential"" ]","[ ""asphalt"" ]",1,"[ ""Дерптский переулок"" ]",,,,179.878,0.179878,1800,60,0.0029979666666666,10.79268,0.0001653043296457
"LINESTRING (30.5841483 59.750601, 30.584136629975053 59.75047042468511)",node,1456548358,Фармакор,pharmacy,,,0.0,5491,600739623,600739617,,,1,"[ ""residential"" ]","[ ""asphalt"" ]",1,,,,,293.769,0.293769,1800,60,0.00489615,17.62614,0.0001310957754513
"LINESTRING (30.5851924 59.749534, 30.584757102524733 59.749725552873834)",node,1456548372,Инвестторгбанк,bank,,,0.0,2787,245968886,600739626,,,2,"[ ""tertiary"" ]","[ ""asphalt"" ]",0,"[ ""улица Веры Слуцкой"" ]",,,,225.512,0.225512,1800,60,0.0037585333333333,13.53072,0.0004755800620809
"LINESTRING (30.5851924 59.749534, 30.584757102524733 59.749725552873834)",node,1456548372,Инвестторгбанк,bank,,,0.0,5492,600739626,245968886,,,2,"[ ""tertiary"" ]","[ ""asphalt"" ]",0,"[ ""улица Веры Слуцкой"" ]",,,,225.512,0.225512,1800,60,0.0037585333333333,13.53072,0.0004755800620809
"LINESTRING (30.2894225 59.9113636, 30.28940035069508 59.912053244528266)",node,1456696175,Пятёрочка,,,supermarket,44.0,1352,21991357,21991358,,,2,"[ ""tertiary"" ]","[ ""asphalt"" ]",0,"[ ""Курляндская улица"" ]",,,,81.745,0.081745,1800,60,0.0013624166666666,4.9047,0.0006900001210682
"LINESTRING (30.2894225 59.9113636, 30.28940035069508 59.912053244528266)",node,1456696175,Пятёрочка,,,supermarket,44.0,1356,21991358,21991357,,,2,"[ ""tertiary"" ]","[ ""asphalt"" ]",0,"[ ""Курляндская улица"" ]",,,,81.745,0.081745,1800,60,0.0013624166666666,4.9047,0.0006900001210682
"LINESTRING (30.2892683 59.9115979, 30.28925382684481 59.91204853862355)",node,1456837049,Отец и Сыр,cafe,,,44.0,1352,21991357,21991358,,,2,"[ ""tertiary"" ]","[ ""asphalt"" ]",0,"[ ""Курляндская улица"" ]",,,,81.745,0.081745,1800,60,0.0013624166666666,4.9047,0.0004508709807256
"LINESTRING (30.2894116 59.9119321, 30.289407701620174 59.912053480617836)",node,1456923501,Продукты,,,convenience,44.0,1352,21991357,21991358,,,2,"[ ""tertiary"" ]","[ ""asphalt"" ]",0,"[ ""Курляндская улица"" ]",,,,81.745,0.081745,1800,60,0.0013624166666666,4.9047,0.0001214432038077
"LINESTRING (30.2894116 59.9119321, 30.289407701620174 59.912053480617836)",node,1456923501,Продукты,,,convenience,44.0,1356,21991358,21991357,,,2,"[ ""tertiary"" ]","[ ""asphalt"" ]",0,"[ ""Курляндская улица"" ]",,,,81.745,0.081745,1800,60,0.0013624166666666,4.9047,0.0001214432038077
"LINESTRING (30.3265629 59.9346949, 30.32641426427835 59.93475336821753)",node,1457604266,BB&Burgers,cafe,,,102.0,6507,849187381,1570574411,,,2,"[ ""tertiary"" ]","[ ""asphalt"" ]",1,"[ ""набережная канала Грибоедова"" ]","[ ""intermediate"" ]",,,58.083,0.058083,3600,60,0.00096805,3.48498,0.0001597219778613
"LINESTRING (30.3577305 59.9303108, 30.357532427357746 59.93041770404808)",node,1467655412,Great Punjab,restaurant,,,100.0,11264,1570574351,1908472456,,,2,"[ ""residential"" ]","[ ""asphalt"" ]",0,"[ ""Пушкинская улица"" ]",,,,239.824,0.239824,1800,60,0.0039970666666666,14.38944,0.0002250805347093
"LINESTRING (30.3577305 59.9303108, 30.357532427357746 59.93041770404808)",node,1467655412,Great Punjab,restaurant,,,100.0,14254,1908472456,1570574351,,,2,"[ ""residential"" ]","[ ""asphalt"" ]",0,"[ ""Пушкинская улица"" ]",,,,239.824,0.239824,1800,60,0.0039970666666666,14.38944,0.0002250805347093
"LINESTRING (30.3572869 59.9294888, 30.357088787855943 59.929595725368046)",node,1467655428,Продукты,,,convenience,100.0,11264,1570574351,1908472456,,,2,"[ ""residential"" ]","[ ""asphalt"" ]",0,"[ ""Пушкинская улица"" ]",,,,239.824,0.239824,1800,60,0.0039970666666666,14.38944,0.0002251254227169
"LINESTRING (30.3572869 59.9294888, 30.357088787855943 59.929595725368046)",node,1467655428,Продукты,,,convenience,100.0,14254,1908472456,1570574351,,,2,"[ ""residential"" ]","[ ""asphalt"" ]",0,"[ ""Пушкинская улица"" ]",,,,239.824,0.239824,1800,60,0.0039970666666666,14.38944,0.0002251254227169
"LINESTRING (30.3575864 59.9300423, 30.357387696054232 59.93014954477611)",node,1467655446,Продукты,,,convenience,100.0,11264,1570574351,1908472456,,,2,"[ ""residential"" ]","[ ""asphalt"" ]",0,"[ ""Пушкинская улица"" ]",,,,239.824,0.239824,1800,60,0.0039970666666666,14.38944,0.0002257979186489
"LINESTRING (30.3575864 59.9300423, 30.357387696054232 59.93014954477611)",node,1467655446,Продукты,,,convenience,100.0,14254,1908472456,1570574351,,,2,"[ ""residential"" ]","[ ""asphalt"" ]",0,"[ ""Пушкинская улица"" ]",,,,239.824,0.239824,1800,60,0.0039970666666666,14.38944,0.0002257979186489
"LINESTRING (30.2899138 59.9114202, 30.289893252518556 59.912068900552484)",node,1472021392,,fast_food,,,44.0,13815,1833153943,21991357,,,2,"[ ""tertiary"" ]","[ ""asphalt"" ]",0,"[ ""Курляндская улица"" ]",,,,80.942,0.080942,1800,60,0.0013490333333333,4.85652,0.000649025889918
"LINESTRING (30.2899138 59.9114202, 30.289893252518556 59.912068900552484)",node,1472021392,,fast_food,,,44.0,1353,21991357,1833153943,,,2,"[ ""tertiary"" ]","[ ""asphalt"" ]",0,"[ ""Курляндская улица"" ]",,,,80.942,0.080942,1800,60,0.0013490333333333,4.85652,0.000649025889918
"LINESTRING (30.305641 59.9170782, 30.305654005306256 59.91604462039789)",node,1479139288,Moda i Comfort,,,clothes,45.0,11021,1553906825,11420606051,,,2,"[ ""secondary"" ]","[ ""asphalt"" ]",1,"[ ""Троицкий проспект"" ]",,,,101.032,0.101032,3600,60,0.0016838666666666,6.06192,0.0010336614203329
"LINESTRING (30.455207 59.924088, 30.455093082971096 59.92362043162331)",node,1479478803,Антикафе,restaurant,,,28.0,10469,1455696156,2874808196,,,3,"[ ""tertiary"" ]","[ ""asphalt"" ]",1,"[ ""проспект Пятилеток"" ]",,,,85.452,0.085452,4000,60,0.0014242,5.12712,0.0004812455468367
"LINESTRING (30.3102794 59.9188937, 30.310144566067773 59.919482538641134)",node,1480210979,Домашний театр Г. Р. Державина,theatre,,,45.0,10727,1503413497,2277409058,,,3,"[ ""secondary"" ]","[ ""asphalt"" ]",1,"[ ""набережная реки Фонтанки"" ]",,,,601.307,0.601307,4000,60,0.0100217833333333,36.07842,0.0006040787486527
"LINESTRING (30.3739567 59.807882, 30.374058816503194 59.808118155811535)",node,1484108179,Продукты,,,convenience,7.0,6799,920870512,1347123460,,,1,"[ ""residential"" ]","[ ""asphalt"" ]",0,"[ ""Окуловская улица"" ]",,,,215.281,0.215281,1800,20,0.01076405,38.75058,0.0002572884520266
"LINESTRING (30.3739567 59.807882, 30.374058816503194 59.808118155811535)",node,1484108179,Продукты,,,convenience,7.0,9244,1347123460,920870512,,,1,"[ ""residential"" ]","[ ""asphalt"" ]",0,"[ ""Окуловская улица"" ]",,,,215.281,0.215281,1800,20,0.01076405,38.75058,0.0002572884520266
"LINESTRING (30.4880403 59.884465, 30.48801219196789 59.88478765913703)",node,1484957652,Ханбай,restaurant,,,23.0,4837,443007372,502769508,,,4,"[ ""primary"" ]","[ ""asphalt"" ]",1,"[ ""Народная улица"" ]","[ ""very_good"" ]",,,48.557,0.048557,8800,60,0.0008092833333333,2.91342,0.0003238811204445
"LINESTRING (30.2535671 59.9334296, 30.25366150871471 59.933052231409356)",node,1488474911,Мимигранты,theatre,,,50.0,281,306988,307001,,,2,"[ ""tertiary"" ]","[ ""asphalt"" ]",0,"[ ""площадь Собчака"" ]",,,,142.868,0.142868,1800,60,0.0023811333333333,8.57208,0.0003889987899921
"LINESTRING (30.2535671 59.9334296, 30.25366150871471 59.933052231409356)",node,1488474911,Мимигранты,theatre,,,50.0,284,307001,306988,,,2,"[ ""tertiary"" ]","[ ""asphalt"" ]",0,"[ ""площадь Собчака"" ]",,,,142.868,0.142868,1800,60,0.0023811333333333,8.57208,0.0003889987899921
"LINESTRING (30.2861084 59.911548, 30.286062341525145 59.91150815897123)",node,1488478973,Екатерингофская,library,,,44.0,13809,1833153941,3908624304,,,1,"[ ""tertiary"" ]","[ ""asphalt"" ]",1,"[ ""улица Циолковского"" ]",,,,311.332,0.311332,1800,60,0.0051888666666666,18.67992,6.08990203501794e-05
"LINESTRING (30.2857803 59.9117712, 30.285811479025533 59.91179817016037)",node,1488478974,Движком,,,car_parts,44.0,13809,1833153941,3908624304,,,1,"[ ""tertiary"" ]","[ ""asphalt"" ]",1,"[ ""улица Циолковского"" ]",,,,311.332,0.311332,1800,60,0.0051888666666666,18.67992,4.12252493457376e-05
"LINESTRING (30.2875274 59.9095522, 30.28752865475243 59.90940135907558)",node,1488478975,Ланселот,cafe,,,44.0,18850,3908624304,3908624303,,,1,"[ ""tertiary"" ]","[ ""asphalt"" ]",1,"[ ""набережная Обводного канала"" ]",,,,68.494,0.068494,1800,60,0.0011415666666666,4.10964,0.0001508461430842
"LINESTRING (30.2860375 59.8959699, 30.286185547202965 59.89574606568115)",node,1490388104,Время обедать,cafe,,,74.0,12407,1699453399,1699453386,,,2,"[ ""tertiary"" ]","[ ""asphalt"" ]",1,"[ ""улица Маршала Говорова"" ]",,,,305.193,0.305193,3600,60,0.00508655,18.31158,0.0002683650062862
"LINESTRING (30.3665931 59.9310345, 30.366539398722743 59.93110635067137)",node,1491218701,Шашлык Хауз,cafe,,,97.0,20298,5002044024,5002066003,,,1,"[ ""secondary"" ]","[ ""asphalt"" ]",1,"[ ""Суворовский проспект"" ]",,,,181.207,0.181207,1800,60,0.0030201166666666,10.87242,8.97014278314205e-05
"LINESTRING (30.3658592 59.9302859, 30.365864464176997 59.93030386704067)",node,1491219447,Теремок,fast_food,,,99.0,11258,1570574343,1573794597,,,1,"[ ""residential"" ]","[ ""asphalt"" ]",1,"[ ""Невский проспект"" ]",,,,247.042,0.247042,1800,60,0.0041173666666666,14.82252,1.87223425320689e-05
"LINESTRING (30.3381181 59.8330465, 30.338559561544095 59.833867815881526)",node,1491746122,Движком,,,car_parts,83.0,13044,1712570760,651948678,,,3,"[ ""primary"" ]","[ ""asphalt"" ]",1,"[ ""Московское шоссе"" ]",,,,887.785,0.887785,4000,60,0.0147964166666667,53.2671,0.0009324419939913
"LINESTRING (30.3638146 59.8758575, 30.36388403535902 59.875498671976494)",node,1492415608,,car_wash,,,91.0,12904,1710211478,1710211448,,,2,"[ ""tertiary"" ]","[ ""asphalt"" ]",1,"[ ""улица Фучика"" ]",,,,86.446,0.086446,3600,60,0.0014407666666666,5.18676,0.0003654843629168
"LINESTRING (30.3524251 59.9014564, 30.352586249736735 59.90130827329453)",node,1494101119,,car_wash,,,91.0,13145,1713625722,8048958676,,,2,"[ ""secondary"" ]","[ ""asphalt"" ]",1,"[ ""Камчатская улица"" ]","[ ""excellent"" ]",,,168.027,0.168027,3600,60,0.00280045,10.08162,0.0002188852633739
"LINESTRING (30.4804617 59.9227729, 30.480578099795544 59.922270480949116)",node,1497187661,Первая помощь,pharmacy,,,28.0,6101,759776523,759776545,,,3,"[ ""secondary"" ]","[ ""asphalt"" ]",1,"[ ""улица Коллонтай"" ]",,,,198.919,0.198919,4000,60,0.0033153166666666,11.93514,0.0005157264925248
"LINESTRING (30.4804617 59.9227729, 30.480578099795544 59.922270480949116)",node,1497187661,Первая помощь,pharmacy,,,28.0,6100,759776523,759776545,,,1,"[ ""residential"" ]","[ ""asphalt"" ]",1,,,,,223.29,0.22329,1800,60,0.0037215,13.3974,0.0005157264925248
"LINESTRING (30.3724225 59.854439, 30.372345334877547 59.85498207707108)",node,1497912689,Продукты,,,convenience,95.0,2294,106198633,564121279,,,4,"[ ""primary"" ]","[ ""asphalt"" ]",1,"[ ""проспект Славы"" ]","[ ""very_good"" ]",,,363.639,0.363639,8800,60,0.00606065,21.81834,0.0005485318233744
"LINESTRING (30.3476537 59.9454686, 30.348569309705233 59.94541119970428)",node,1502116625,Children Orthopedic Center,pharmacy,,,101.0,23887,9708925362,9708927329,,,2,"[ ""primary"" ]","[ ""asphalt"" ]",1,"[ ""Литейный проспект"" ]",,,,149.425,0.149425,3600,60,0.0024904166666666,8.9655,0.0009174071758321
"LINESTRING (30.3515795 59.8334653, 30.351550143173082 59.833829535577046)",node,1505055716,Лисья нора,cafe,,,83.0,12290,1699395882,1503137240,,,2,"[ ""tertiary"" ]","[ ""asphalt"" ]",0,"[ ""Звёздная улица"" ]",,,,514.028,0.514028,1800,60,0.0085671333333333,30.84168,0.0003654167194753
"LINESTRING (30.1692112 59.8325938, 30.16921472421484 59.833059554195444)",node,1506155241,Мелодия здоровья,pharmacy,,,16.0,17625,3535835633,3535835631,,,2,"[ ""secondary"" ]","[ ""asphalt"" ]",1,"[ ""проспект Ветеранов"" ]",,,,396.639,0.396639,3600,60,0.00661065,23.79834,0.000465767528565
